crtR(2011:2022),mean curvature,Gaussian curvature,ridge degree,ravine degree
0.43578,8.002061,-408.202125,-100,-100
0.487754,-9.458312,-706.913544,-100,27.019368
0.495648,-9.458312,-706.913544,-100,27.019368
0.491221,-9.458312,-706.913544,-100,27.019368
0.482222,-9.458312,-706.913544,-100,27.019368
0.487985,-6.981417,-650.810115,-100,17.810422
0.486191,-19.87696,-173.471529,-100,-100
0.493767,-18.50386,-210.027385,18.751996,-100
0.489553,-15.279992,-618.771234,-100,16.634267
0.480527,-15.279992,-618.771234,-100,16.720519
0.379586,77.025851,3162.72685,-100,-100
0.4253,-280.397033,49329.24837,-100,-100
0.354427,-143.916905,5624.838784,256.204589,-100
0.385717,-98.698764,-23403.40143,281.801411,-100
0.374134,53.087401,-22944.90466,64.027172,-100
0.366887,275.521805,-7605.930133,-100,442.62948
0.360318,250.442605,12710.39823,-100,403.692478
0.428218,-109.983048,-62358.24477,271.264861,-100
0.374184,6.668032,-2699.602221,-100,-100
0.438728,161.618255,-1564.324847,-100,255.807343
0.433815,162.273907,-1510.971723,-100,257.250396
0.441753,134.79172,1522.925197,-100,203.904874
0.425899,-1.902447,-10122.29602,-100,-100
0.444164,5.86739,-210.80262,-100,-100
0.448369,5.86739,-210.80262,-100,-100
0.436825,-216.755161,-86308.24596,510.161407,-100
0.44234,-216.755161,-86308.24596,532.953602,-100
0.378195,-119.107767,-3212.573034,80.572845,-100
0.380561,-39.589713,-704.361813,-100,-100
0.372359,-33.98964,-2876.340155,10.394802,-100
0.399155,-39.589713,-704.361813,-100,-100
0.370403,-87.723419,-331.631143,-100,-100
0.421617,40.143284,-2345.306747,-100,-100
0.401034,29.295431,-16170.33954,95.211531,-100
0.409021,-39.589713,-704.361813,-100,-100
0.415189,-264.732859,18351.09265,354.063393,-100
0.393718,-154.010544,17729.79458,-100,-100
0.477999,-24.642462,-158.628066,20.499864,-100
0.382579,-131.912953,-2856.949319,105.55029,-100
0.36078,250.048897,23516.74258,-100,386.660807
0.356915,200.92292,15409.60475,-100,-100
0.365436,73.444912,-185.892647,-100,-100
0.418286,-229.274638,44688.94323,303.62902,-100
0.421099,-74.513942,-108124.5786,410.781078,-100
0.366009,284.961761,31647.97949,-100,542.168653
0.373159,-307.637785,51777.14292,516.835887,-100
0.362119,64.634737,-276.665343,-100,-100
0.435341,-75.820942,-35637.81111,269.115522,-100
0.539348,73.627071,-33182.86867,-100,176.801548
0.530902,116.314313,-17770.61932,-100,192.613667
0.517844,-31.376899,-1091.210525,52.462041,-100
0.520251,-31.376899,-1091.210525,52.462041,-100
0.524485,3.400951,-245.810434,-100,-100
0.521715,-31.376899,-1091.210525,52.462041,-100
0.534943,120.505049,-16421.89983,-100,273.101064
0.481289,-298.986148,49720.81943,476.872854,-100
0.439444,-1.902447,-10122.29602,-100,-100
0.412905,-119.781072,-6274.246266,160.978794,-100
0.404373,-119.107767,-3212.573034,152.330785,-100
0.432903,26.865617,-142.518463,-100,-100
0.439015,-128.9074,-7358.830723,182.956207,-100
0.428814,-89.281092,-113402.8077,451.426616,-100
0.518304,-4.64732,-66.244237,29.750056,-100
0.515867,-8.350964,-80.219707,15.133944,-100
0.443878,-13.588284,-232.187635,-100,-100
0.445517,5.86739,-210.80262,-100,-100
0.447094,-13.588284,-232.187635,-100,-100
0.437371,108.159047,-569.000744,-100,149.148982
0.431331,108.159047,-569.000744,-100,149.148982
0.420816,-389.033401,-364884.9565,1110.214406,-100
0.423601,-229.274638,44688.94323,330.053923,-100
0.488981,-3.364914,2.059397,-100,-100
0.457603,-28.529607,296.298658,-100,-100
0.468042,-24.734572,2.021838,-100,-100
0.447076,-216.755161,-86308.24596,522.203322,-100
0.446722,-216.755161,-86308.24596,521.786565,-100
0.439336,95.316954,-1961.6895,-100,182.173952
0.444997,26.865617,-142.518463,-100,-100
0.43985,26.865617,-142.518463,-100,-100
0.443525,-1.902447,-10122.29602,-100,-100
0.44108,108.159047,-569.000744,-100,149.148982
0.438753,121.82316,1221.286648,-100,177.194562
0.426085,-74.513942,-108124.5786,413.278426,-100
0.408274,-131.499812,-15621.35077,174.31924,-100
0.417419,-48.721783,-14095.80521,-100,-100
0.433372,-1.902447,-10122.29602,-100,36.145515
0.354316,250.442605,12710.39823,-100,440.890065
0.357359,284.961761,31647.97949,-100,496.853235
0.36531,-92.834292,-26647.47555,276.720991,-100
0.491255,23.353213,-98.165567,-100,-100
0.492915,8.444845,-2724.947588,-100,-100
0.350434,-145.970104,5847.565682,227.199925,-100
0.466453,-24.983958,605.602538,-100,-100
0.334012,-0.594996,-1656.701232,-100,-100
0.374048,-76.262897,-26600.05353,244.408898,-100
0.320946,38.675557,-186.049888,-100,-100
0.304754,38.675557,-186.049888,-100,-100
0.291832,38.675557,-186.049888,-100,-100
0.307891,30.68894,464.550369,-100,-100
0.373471,-143.089259,10857.93832,-100,-100
0.39724,-159.908423,14772.6929,223.475388,-100
0.349804,-145.235123,5497.776773,203.921303,-100
0.351283,-101.251425,2496.105266,102.514933,-100
0.369951,-180.512239,11836.79654,-100,-100
0.338108,38.675557,-186.049888,-100,-100
0.427637,28.098874,749.220592,-100,184.357262
0.379342,-35.29398,-23538.57269,132.265098,-100
0.424704,-389.033401,-364884.9565,1110.220898,-100
0.520364,-12.168481,-38.459314,-100,-100
0.527588,122.709562,9431.399943,-100,97.591803
0.52667,63.540348,2568.820149,-100,95.294031
0.525552,21.404037,415.0216,-100,-100
0.394288,-193.519795,15398.39025,329.182958,-100
0.391467,-199.441926,11128.83684,358.800025,-100
0.413867,-279.906302,22500.06088,423.524958,-100
0.411263,-255.974144,5107.473966,359.904357,-100
0.389541,-39.589713,-704.361813,-100,-100
0.409898,-233.066734,-6996.723494,363.003468,-100
0.399056,-19.902215,-10605.11744,-100,177.777696
0.28065,38.675557,-186.049888,-100,-100
0.374291,-169.585081,24310.98388,206.17779,-100
0.37176,-169.585081,24310.98388,194.697417,-100
0.365516,-169.585081,24310.98388,196.770804,-100
0.376377,-150.952506,16208.32495,203.663385,-100
0.427977,-403.683404,-8727.220383,822.788632,-100
0.356308,284.961761,31647.97949,-100,544.656828
0.371332,385.702665,32000.89516,-100,707.128508
0.37675,104.044515,-28227.37417,-100,275.254738
0.366652,-99.382817,-303.739476,-100,-100
0.468178,-28.529607,296.298658,-100,-100
0.439189,-20.304753,246.329669,-100,-100
0.446328,-20.304753,246.329669,-100,-100
0.433971,-37.767285,542.824934,-100,-100
0.448453,28.858885,443.058129,-100,-100
0.361827,-71.043019,3999.870488,-100,-100
0.418542,-83.626518,-29.150434,-100,-100
0.427093,-125.442791,-8907.752291,-100,12.357594
0.422311,-237.888067,-52441.12489,476.625945,-100
0.423218,-257.878068,-50733.93986,497.934872,-100
0.363314,-110.164609,-22681.67578,173.540122,-100
0.363214,-92.834292,-26647.47555,245.850494,-100
0.384012,-76.262897,-26600.05353,235.546591,-100
0.352322,284.961761,31647.97949,-100,501.445223
0.369106,346.935438,20073.87268,-100,622.699417
0.362996,284.961761,31647.97949,-100,474.899419
0.347906,234.77103,22260.41927,-100,368.9747
0.350736,73.572845,252.249312,-100,-100
0.352031,142.837041,-12788.40462,-100,226.637829
0.371781,-208.038274,25940.15248,197.975148,-100
0.37532,-35.732193,-4989.665759,-100,22.472249
0.57196,-162.94699,-12163.50141,258.923893,-100
0.381942,-35.29398,-23538.57269,94.646738,-100
0.370602,-144.20809,14457.61406,195.425853,-100
0.368097,-169.585081,24310.98388,207.883229,-100
0.375503,-307.637785,51777.14292,477.326117,-100
0.41883,-458.295532,68068.4471,837.767927,-100
0.52585,35.81867,-35.955009,-100,-100
0.529539,130.430406,9669.098387,-100,184.63187
0.531047,130.430406,9669.098387,-100,184.63187
0.530401,130.430406,9669.098387,-100,197.810149
0.531422,45.045932,-2302.406108,41.665242,-100
0.5309,125.122056,2456.889907,-100,155.963184
0.53272,67.54231,-4266.774915,53.150289,-100
0.130863,78.944337,133.377346,-100,138.741119
0.167157,101.547842,281.414201,-100,189.963185
0.095371,-2.8275,-1036.578842,-100,-100
0.532444,131.777193,1144.484519,-100,242.00665
0.534957,131.777193,1144.484519,-100,242.00665
0.259568,40.066862,-837.698357,-100,-100
0.28061,40.066862,-837.698357,-100,-100
0.275709,68.757393,-583.333678,-100,116.002921
0.447989,-32.010004,-4956.428017,-100,-100
0.443718,118.154289,-210.152442,-100,216.737874
0.445102,30.008995,-1302.779333,-100,56.412337
0.431842,160.314671,-4470.708736,-100,325.489313
0.353729,-49.363634,-2635.030972,-100,-100
0.41091,-355.313573,-6008.780553,641.257804,-100
0.420489,-294.176132,-14158.04319,515.421945,-100
0.404739,-180.699468,-5032.89941,297.099565,-100
0.397652,-131.912953,-2856.949319,196.861486,-100
0.401417,-420.537129,-1664.723715,799.971722,-100
0.41566,-420.537129,-1664.723715,799.971722,-100
0.431877,-89.281092,-113402.8077,451.426616,-100
0.437245,-89.281092,-113402.8077,453.454802,-100
0.456414,59.071195,1623.484477,-100,47.692566
0.468406,308.014593,6010.185836,-100,546.427514
0.48009,15.37063,-2832.81125,47.571199,-100
0.47809,-11.256303,-5917.4446,93.761792,-100
0.499042,113.57265,1473.311879,-100,-100
0.49997,74.459486,-376.194934,-100,-100
0.409853,-227.241277,34526.22359,-100,-100
0.42107,-255.951656,54900.81781,270.089528,-100
0.415463,-303.371174,68261.63494,390.827553,-100
0.483312,15.37063,-2832.81125,-100,23.442193
0.484913,-138.597748,-18233.21357,236.268777,-100
0.487017,15.37063,-2832.81125,-100,-100
0.493379,47.714785,-2221.150228,-100,-100
0.492541,47.714785,-2221.150228,-100,-100
0.443855,28.858885,443.058129,-100,-100
0.335363,38.675557,-186.049888,-100,-100
0.315603,38.675557,-186.049888,-100,-100
0.409823,-121.505369,3738.237511,-100,-100
0.328765,40.066862,-837.698357,-100,-100
0.421813,-305.643551,-60482.00824,534.235188,-100
0.43042,-216.755161,-86308.24596,480.356093,-100
0.428556,-243.252025,-102109.6648,503.17471,-100
0.436839,-216.755161,-86308.24596,510.584257,-100
0.389156,-131.912953,-2856.949319,196.861486,-100
0.381983,-211.597698,2857.652653,360.335736,-100
0.411069,-38.861815,1230.32987,-100,-100
0.367276,-169.585081,24310.98388,241.254398,-100
0.369267,-169.585081,24310.98388,241.951204,-100
0.361715,-169.585081,24310.98388,238.967456,-100
0.181898,-4.895764,-314.566636,-100,-100
0.305116,40.066862,-837.698357,-100,-100
0.539385,59.314053,-30536.96882,-100,163.855103
0.544993,-48.760349,-28078.22163,116.835403,-100
0.296279,38.675557,-186.049888,-100,-100
0.420088,-159.054101,-46435.67643,315.304187,-100
0.414914,103.459932,-5461.250681,-100,108.807953
0.42997,-216.755161,-86308.24596,480.443107,-100
0.404572,-193.519795,15398.39025,330.018809,-100
0.377324,-180.183462,-16563.71128,368.152597,-100
0.365079,-144.586612,-6759.94485,234.638938,-100
0.375086,-98.698764,-23403.40143,269.925982,-100
0.445756,-109.983048,-62358.24477,-100,-100
0.449713,-37.197347,-4934.723062,56.733132,-100
0.383539,-403.49837,17710.48843,735.043472,-100
0.441428,-109.983048,-62358.24477,200.343055,-100
0.435429,-109.983048,-62358.24477,267.844019,-100
0.442646,-216.755161,-86308.24596,533.199136,-100
0.368592,-70.771605,3420.908823,-100,-100
0.395441,-119.107767,-3212.573034,132.971146,-100
0.386596,-119.107767,-3212.573034,82.604024,-100
0.461895,-22.912885,353.125434,-100,-100
0.414408,-227.241277,34526.22359,-100,-100
0.289136,12.924699,-76.050232,-100,-100
0.31781,12.924699,-76.050232,-100,-100
0.341993,-23.597932,-642.27489,-100,-100
0.559928,-138.013061,-15425.52321,143.774299,-100
0.562088,-162.94699,-12163.50141,214.123589,-100
0.566228,-46.357745,-1726.217112,83.228125,-100
0.539512,-14.451752,-2552.872842,-100,-100
0.56282,-157.271813,-12181.97793,191.921434,-100
0.553308,-162.94699,-12163.50141,263.403421,-100
0.382673,-154.010544,17729.79458,-100,-100
0.404747,-150.058549,16662.24608,-100,-100
0.352113,229.371925,21006.9733,-100,335.904597
0.40772,38.80155,280.546757,-100,-100
0.404762,67.978229,1054.285814,-100,-100
0.358902,8.290711,-994.907905,-100,-100
0.44044,-75.820942,-35637.81111,267.889966,-100
0.458723,30.282538,535.349768,-100,-100
0.52983,121.149005,8935.733915,-100,156.229323
0.531881,121.735276,-9808.342859,-100,206.722434
0.533384,78.570476,-3879.193925,51.652731,-100
0.473061,-25.537247,512.646148,-100,-100
0.470424,-63.074961,-438.524661,62.309132,-100
0.444153,8.002061,-408.202125,-100,-100
0.479548,308.014593,6010.185836,-100,546.427514
0.47548,308.014593,6010.185836,-100,546.427514
0.448967,28.858885,443.058129,-100,-100
0.447778,45.186704,21.428742,-100,-100
0.450219,21.609624,-64.268585,-100,-100
0.449542,-66.600711,-4883.441706,103.183816,-100
0.446481,-3.356929,-7647.836308,81.728053,-100
0.450016,14.533507,-90.002013,-100,-100
0.431992,-74.513942,-108124.5786,425.387811,-100
0.440867,16.857644,-22506.00352,-100,163.634549
0.458868,28.811144,579.363208,-100,-100
0.453346,28.858885,443.058129,-100,-100
0.499478,113.57265,1473.311879,-100,-100
0.349052,250.442605,12710.39823,-100,446.056401
0.364892,158.010936,-9567.158903,-100,-100
0.453685,-61.089428,-2018.862235,-100,-100
0.454597,-22.912885,353.125434,-100,-100
0.414785,-453.113601,64340.39675,817.294283,-100
0.342974,57.39181,-443.24867,-100,-100
0.450145,-43.273129,990.869375,-100,-100
0.449774,-22.912885,353.125434,-100,-100
0.556987,-96.952668,-8254.702824,200.972516,-100
0.549905,-96.952668,-8254.702824,157.750751,-100
0.226128,12.924699,-76.050232,9.025455,-100
0.48778,15.37063,-2832.81125,-100,27.165935
0.346711,142.837041,-12788.40462,-100,265.433751
0.350495,69.639054,237.825226,-100,-100
0.518379,-29.337534,-216.813722,36.149698,-100
0.268719,-4.895764,-314.566636,-100,-100
0.200403,-9.150436,-418.862511,-100,-100
0.549768,-77.709694,-7276.336044,147.909893,-100
0.146593,-9.150436,-418.862511,-100,-100
0.456544,28.820239,381.046161,-100,-100
0.453126,36.835324,-711.704574,-100,19.346491
0.429738,-229.274638,44688.94323,333.238589,-100
0.460546,42.762882,895.275617,-100,-100
0.454149,35.956027,882.478723,-100,-100
0.434464,-89.281092,-113402.8077,453.454802,-100
0.361934,-165.590103,23246.22879,-100,-100
0.36473,-145.335637,15235.28321,155.353637,-100
0.363246,-169.585081,24310.98388,239.610011,-100
0.24555,-9.150436,-418.862511,-100,-100
0.282394,-9.150436,-418.862511,-100,-100
0.329584,-37.372953,297.922427,-100,-100
0.382691,-193.036002,13724.03718,-100,-100
0.383908,-193.519795,15398.39025,218.100538,-100
0.353438,95.031056,3457.351714,-100,-100
0.345621,57.39181,-443.24867,-100,-100
0.348499,113.819314,4685.853171,-100,-100
0.357489,-165.590103,23246.22879,190.953604,-100
0.334412,199.241202,12565.7103,-100,228.500537
0.338051,87.020817,1375.770784,-100,-100
0.340789,139.598393,4882.845191,-100,123.456661
0.361996,35.492978,-566.823387,-100,-100
0.438557,25.000399,-20475.99335,-100,180.552219
0.383562,-131.912953,-2856.949319,150.746507,-100
0.390124,-131.912953,-2856.949319,150.746507,-100
0.369057,-153.019673,-1103.703274,184.978802,-100
0.423666,49.266995,1474.448934,-100,-100
0.361518,-161.62584,11717.59335,223.281245,-100
0.497713,74.095,-441.548687,-100,-100
0.527206,44.932128,0.11274,-100,-100
0.528588,44.932128,0.11274,-100,-100
0.535294,113.184961,-13679.81542,-100,249.96413
0.532712,113.184961,-13679.81542,-100,258.81322
0.531167,131.777193,1144.484519,-100,242.00665
0.533585,120.505049,-16421.89983,-100,226.397875
0.530923,120.505049,-16421.89983,-100,248.669297
0.344497,213.209306,11329.66967,-100,273.163037
0.342149,127.26951,-11903.05992,-100,208.473595
0.414039,-164.981571,24178.28387,-100,-100
0.484772,259.379514,9582.845648,-100,445.306731
0.519048,-37.707195,-1120.765157,80.975957,-100
0.538558,-46.357745,-1726.217112,77.133658,-100
0.436442,-862.912912,37504.21704,1711.73155,-100
0.425627,49.266995,1474.448934,-100,109.075196
0.377927,-95.825662,2419.852832,-100,-100
0.30235,-4.895764,-314.566636,-100,-100
0.450228,84.651172,3405.240042,-100,67.995735
0.447731,84.651172,3405.240042,-100,97.539389
0.444574,-22.912885,353.125434,-100,-100
0.430814,-35.402305,343.530427,-100,-100
0.568765,-138.013061,-15425.52321,278.559819,-100
0.456557,-91.574233,-5193.563243,122.14797,-100
0.487744,-16.624696,-60.862694,-100,-100
0.493534,-10.155911,67.025511,-100,-100
0.506562,-10.155911,67.025511,-100,-100
0.314978,-36.907192,75.751674,-100,-100
0.311845,-36.008428,475.37369,-100,-100
0.344221,110.239325,4426.237393,-100,-100
0.35602,1.09178,-199.506252,-100,-100
0.353664,1.09178,-199.506252,-100,-100
0.350533,44.897676,71.108644,-100,-100
0.581649,-46.357745,-1726.217112,-100,-100
0.567405,-77.709694,-7276.336044,-100,-100
0.559548,-46.357745,-1726.217112,-100,-100
0.551635,-46.357745,-1726.217112,83.228125,-100
0.383704,-338.269186,12398.48343,603.018002,-100
0.377804,-131.912953,-2856.949319,105.55029,-100
0.491049,-16.624696,-60.862694,-100,-100
0.493494,-16.624696,-60.862694,-100,-100
0.446016,-39.169268,489.948526,-100,-100
0.431192,-386.328054,132745.007,348.73709,-100
0.563157,-162.94699,-12163.50141,214.123589,-100
0.574059,-162.94699,-12163.50141,258.923893,-100
0.58735,-66.149092,-330.047657,-100,-100
0.406155,-193.519795,15398.39025,215.051735,-100
0.395848,-193.519795,15398.39025,218.100538,-100
0.367513,-186.542595,8296.930652,304.542788,-100
0.353345,-72.304448,-11.650081,-100,14.021178
0.341393,57.39181,-443.24867,-100,-100
0.417045,-119.457271,7224.96123,-100,-100
0.361873,-155.37902,8819.388143,271.412851,-100
0.339463,-32.710789,-2192.989186,-100,-100
0.537658,222.216809,6648.648075,-100,358.542485
0.551905,-138.013061,-15425.52321,198.210977,-100
0.44916,5.86739,-210.80262,-100,-100
0.45046,21.609624,-64.268585,-100,-100
0.430695,-358.828497,-10052.79872,674.80449,-100
0.418677,-420.537129,-1664.723715,799.504097,-100
0.443373,-495.068399,-22879.64529,993.961752,-100
0.458903,-33.056642,1023.05756,-100,-100
0.462582,-51.37368,-2579.932048,-100,-100
0.574733,-157.271813,-12181.97793,234.31026,-100
0.57804,-138.013061,-15425.52321,275.896575,-100
0.527951,68.848938,2833.596034,-100,86.580994
0.529446,68.848938,2833.596034,-100,86.580994
0.538725,167.148054,-37845.92419,-100,321.820013
0.372698,-153.019673,-1103.703274,179.433012,-100
0.367398,-92.348771,6477.931829,-100,-100
0.248295,49.220295,-109.745759,-100,-100
0.564783,-96.952668,-8254.702824,-100,-100
0.334504,350.42146,-68580.52879,-100,684.328278
0.33845,182.405408,-11640.55939,-100,267.443951
0.481484,31.94358,-54.600697,-100,-100
0.477922,16.696749,-5883.469438,-100,-100
0.487348,15.37063,-2832.81125,-100,-100
0.366452,-132.434628,10359.31736,170.621521,-100
0.367743,-132.434628,10359.31736,158.146875,-100
0.331426,350.42146,-68580.52879,-100,639.571854
0.365316,-114.3827,-1819.440762,177.18619,-100
0.332793,350.42146,-68580.52879,-100,600.981437
0.331732,350.42146,-68580.52879,-100,714.570029
0.437779,-47.443769,-1276.565485,-100,-100
0.531822,130.430406,9669.098387,-100,197.810149
0.534231,130.430406,9669.098387,-100,197.810149
0.533303,130.430406,9669.098387,-100,184.63187
0.523715,25.43028,-653.766519,32.918585,-100
0.236492,77.500224,-590.019407,-100,119.516405
0.517804,-1.207858,-0.189663,-100,-100
0.446442,-391.98516,-10053.64702,733.364686,-100
0.477407,-22.429465,-1740.866176,-100,-100
0.481094,-65.733154,-3056.177509,-100,-100
0.483617,-1.233489,-44.425346,-100,-100
0.325967,-53.368474,2281.321042,-100,-100
0.351304,-88.037985,1817.878356,-100,-100
0.361855,-86.789117,1850.50584,-100,-100
0.352593,-66.174227,2955.212179,-100,-100
0.349792,-35.011334,-3268.023882,-100,-100
0.369518,-180.512239,11836.79654,252.626263,-100
0.354577,-49.363634,-2635.030972,-100,-100
0.597026,-30.092898,-2984.911757,-100,-100
0.332369,350.42146,-68580.52879,-100,644.819956
0.334073,199.241202,12565.7103,-100,255.115486
0.335726,199.241202,12565.7103,-100,220.445095
0.345469,69.639054,237.825226,-100,-100
0.34552,73.572845,252.249312,-100,-100
0.33731,117.839304,-27608.02928,-100,207.078325
0.426563,-358.828497,-10052.79872,656.197358,-100
0.434078,-128.9074,-7358.830723,185.106083,-100
0.441735,-128.9074,-7358.830723,218.540234,-100
0.447958,2.680113,-102.948045,-100,-100
0.402754,-420.537129,-1664.723715,799.504097,-100
0.381378,-403.49837,17710.48843,738.662032,-100
0.219627,-9.150436,-418.862511,-100,-100
0.257399,-9.150436,-418.862511,-100,-100
0.376184,-153.019673,-1103.703274,221.149154,-100
0.431084,-52.406389,-748.587984,-100,-100
0.512436,-10.155911,67.025511,-100,-100
0.392038,-138.45015,13640.93415,217.038125,-100
0.359749,-91.433801,-38213.42843,277.614553,-100
0.500086,-10.155911,67.025511,-100,-100
0.513257,-11.142124,103.721903,-100,-100
0.509924,-10.155911,67.025511,-100,-100
0.515872,-11.142124,103.721903,-100,-100
0.345146,-53.588923,2309.689244,-100,-100
0.587291,-157.271813,-12181.97793,281.580673,-100
0.599871,-148.410599,66.49805,235.511493,-100
0.445516,72.647956,2773.85032,-100,106.672414
0.478475,31.94358,-54.600697,-100,-100
0.476117,204.88429,1612.567463,-100,337.670264
0.476758,40.536533,-476.247916,-100,47.629545
0.478985,204.88429,1612.567463,-100,336.397109
0.483166,204.88429,1612.567463,-100,339.268027
0.485789,31.94358,-54.600697,-100,-100
0.488505,183.277353,5200.660965,-100,295.778711
0.5349,265.246341,18562.843,-100,458.866052
0.64815,-173.478802,7016.702824,-100,-100
0.208226,2.922071,-162.828436,20.393802,-100
0.130715,-9.150436,-418.862511,-100,-100
0.104181,-25.166234,13.688268,29.294202,-100
0.096233,110.791613,582.455386,-100,197.194101
0.532316,120.505049,-16421.89983,-100,288.97531
0.526684,75.28759,-3244.325775,-100,93.087375
0.21444,78.213629,71.699912,-100,124.853514
0.250935,60.685424,-361.6555,-100,92.770069
0.459655,-91.574233,-5193.563243,122.14797,-100
0.414208,-266.657721,16248.65464,-100,-100
0.37805,-110.450711,4112.100323,131.228726,-100
0.386478,-103.386338,2852.704331,111.916522,-100
0.400892,-101.620126,2192.828358,-100,-100
0.365962,-114.479832,3391.741959,124.345319,-100
0.367269,-110.450711,4112.100323,131.228726,-100
0.346527,-68.826677,1552.28935,-100,-100
0.339269,-104.936693,2326.517365,101.089556,-100
0.37286,-72.902438,2782.097853,-100,-100
0.399079,-71.865012,3948.780551,-100,-100
0.393286,-82.492641,3346.079383,-100,-100
0.421717,77.761688,2304.849942,-100,74.771543
0.336374,87.020817,1375.770784,-100,-100
0.4659,253.528549,3881.791999,-100,404.979313
0.463284,253.528549,3881.791999,-100,404.979313
0.457624,70.645041,2676.104908,-100,-100
0.471054,308.014593,6010.185836,-100,546.427514
0.472736,308.014593,6010.185836,-100,546.427514
0.419171,49.266995,1474.448934,-100,109.075196
0.211339,5.020459,-2.894335,30.345279,-100
0.35057,-47.068137,1895.267042,-100,-100
0.293887,0.601425,0.281857,-100,-100
0.338749,-53.588923,2309.689244,-100,-100
0.347308,-53.588923,2309.689244,-100,-100
0.339583,57.39181,-443.24867,-100,-100
0.338932,57.39181,-443.24867,-100,-100
0.333621,199.241202,12565.7103,-100,255.115486
0.335883,87.020817,1375.770784,-100,-100
0.388541,-138.45015,13640.93415,206.224085,-100
0.363403,-138.45015,13640.93415,202.580474,-100
0.384015,-138.45015,13640.93415,-100,-100
0.384317,-403.49837,17710.48843,743.405082,-100
0.365201,-71.043019,3999.870488,-100,-100
0.475048,218.687803,8401.350222,-100,344.652275
0.480213,259.379514,9582.845648,-100,445.306731
0.501823,80.02691,-383.476566,-100,-100
0.494806,115.811424,2033.798755,-100,132.624282
0.504922,144.482053,-932.942319,-100,234.740858
0.49093,109.138469,-234.697993,-100,-100
0.301863,-8.939811,-753.798439,-100,-100
0.301267,-9.506681,-713.629477,-100,-100
0.435646,-386.328054,132745.007,244.993406,-100
0.422749,-227.241277,34526.22359,235.717038,-100
0.439711,-590.393192,296053.742,780.619451,-100
0.426948,-108.729828,5067.175215,109.217446,-100
0.334389,350.42146,-68580.52879,-100,660.814685
0.332749,350.42146,-68580.52879,-100,668.333549
0.332149,350.42146,-68580.52879,-100,671.694899
0.364721,-158.697578,5110.770384,257.818056,-100
0.362522,-179.217054,-33676.06453,391.347882,-100
0.441504,-663.007569,179400.6398,1190.351158,-100
0.443469,127.810122,5733.977785,-100,-100
0.428909,-142.694704,13153.3975,122.510741,-100
0.419083,-69.836147,3561.062356,-100,-100
0.433818,-142.694704,13153.3975,122.510741,-100
0.407823,-81.107565,2972.794105,-100,-100
0.356684,73.572845,252.249312,-100,-100
0.35814,142.837041,-12788.40462,-100,-100
0.363223,39.890494,-598.098662,-100,-100
0.355995,69.639054,237.825226,-100,-100
0.341077,55.79306,-110.703962,-100,-100
0.341011,95.861919,105.98217,-100,-100
0.443469,44.439819,-23776.1871,-100,134.848167
0.457443,68.333182,3836.050559,-100,-100
0.434444,55.573539,2677.582965,-100,-100
0.432494,78.586084,-475.325226,-100,249.518106
0.509339,5.952384,-9.348955,-100,-100
0.503101,5.952384,-9.348955,-100,-100
0.52495,25.43028,-653.766519,32.918585,-100
0.514214,5.952384,-9.348955,-100,-100
0.52352,36.301326,-470.176646,-100,-100
0.386211,-137.162654,13359.79153,109.41676,-100
0.37894,-137.162654,13359.79153,-100,-100
0.350003,-2.575405,6.563343,-100,-100
0.368205,13.562147,165.11256,-100,11.31838
0.37654,13.334367,-19.801457,-100,-100
0.355035,-89.453614,6630.279739,-100,-100
0.358633,-138.45015,13640.93415,-100,-100
0.368583,-132.434628,10359.31736,-100,-100
0.368943,-132.434628,10359.31736,-100,-100
0.378495,-138.45015,13640.93415,-100,-100
0.372054,-89.453614,6630.279739,-100,-100
0.361388,-138.45015,13640.93415,-100,-100
0.443897,-243.252025,-102109.6648,584.320813,-100
0.446777,-72.730068,-5961.990324,121.156489,-100
0.331543,-53.588923,2309.689244,-100,-100
0.337635,-53.588923,2309.689244,-100,-100
0.439712,-243.252025,-102109.6648,592.895749,-100
0.434515,-243.252025,-102109.6648,557.920022,-100
0.292044,-18.914785,207.786423,-100,-100
0.31325,-53.368474,2281.321042,-100,-100
0.478225,35.942142,731.161615,-100,-100
0.467218,35.942142,731.161615,-100,-100
0.085707,-29.171081,574.136172,-100,-100
0.335086,-93.808382,2475.158151,106.960395,-100
0.348346,44.897676,71.108644,-100,-100
0.343615,57.39181,-443.24867,-100,-100
0.34271,57.39181,-443.24867,-100,-100
0.346977,44.897676,71.108644,-100,-100
0.351473,1.09178,-199.506252,-100,-100
0.23324,29.799767,831.307858,-100,-100
0.323041,-18.914785,207.786423,-100,-100
0.311853,0.601425,0.281857,-100,-100
0.356419,-53.588923,2309.689244,-100,-100
0.364692,-47.068137,1895.267042,-100,-100
0.338329,-53.368474,2281.321042,-100,-100
0.495246,17.401438,-1102.474077,-100,26.693554
0.495576,12.653454,-100.499603,-100,-100
0.410959,-140.226363,7999.731815,140.293466,-100
0.316434,-0.594996,-1656.701232,-100,-100
0.320168,1.42614,-529.348757,-100,-100
0.3065,1.42614,-529.348757,-100,-100
0.118033,101.597523,301.450218,-100,183.402272
0.464075,30.374015,654.461332,-100,-100
0.464337,70.645041,2676.104908,-100,-100
0.48213,17.915904,-73.784881,22.444572,-100
0.471728,35.942142,731.161615,-100,-100
0.463311,24.729496,310.480261,-100,-100
