crtR(2011:2022),peak,pit,saddle,ridge,ravine
0.478475,0,0,1,0,0
0.476117,0,1,0,0,1
0.476758,0,0,1,0,1
0.478985,0,1,0,0,1
0.483166,0,1,0,0,1
0.485789,0,0,1,0,0
0.488505,0,1,0,0,1
0.5349,0,1,0,0,1
0.64815,1,0,0,0,0
0.208226,0,0,1,1,0
0.130715,0,0,1,0,0
0.104181,1,0,0,1,0
0.096233,0,1,0,0,1
0.532316,0,0,1,0,1
0.526684,0,0,1,0,1
0.21444,0,1,0,0,1
0.250935,0,0,1,0,1
0.459655,0,0,1,1,0
0.414208,1,0,0,0,0
0.37805,1,0,0,1,0
0.386478,1,0,0,1,0
0.400892,1,0,0,0,0
0.365962,1,0,0,1,0
0.367269,1,0,0,1,0
0.346527,1,0,0,0,0
0.339269,1,0,0,1,0
0.37286,1,0,0,0,0
0.399079,1,0,0,0,0
0.393286,1,0,0,0,0
0.421717,0,1,0,0,1
0.336374,0,1,0,0,0
0.4659,0,1,0,0,1
0.463284,0,1,0,0,1
0.457624,0,1,0,0,0
0.471054,0,1,0,0,1
0.472736,0,1,0,0,1
0.419171,0,1,0,0,1
0.211339,0,0,1,1,0
0.35057,1,0,0,0,0
0.293887,0,1,0,0,0
0.338749,1,0,0,0,0
0.347308,1,0,0,0,0
0.339583,0,0,1,0,0
0.338932,0,0,1,0,0
0.333621,0,1,0,0,1
0.335883,0,1,0,0,0
0.388541,1,0,0,1,0
0.363403,1,0,0,1,0
0.384015,1,0,0,0,0
0.384317,1,0,0,1,0
0.365201,1,0,0,0,0
0.475048,0,1,0,0,1
0.480213,0,1,0,0,1
0.501823,0,0,1,0,0
0.494806,0,1,0,0,1
0.504922,0,0,1,0,1
0.49093,0,0,1,0,0
0.301863,0,0,1,0,0
0.301267,0,0,1,0,0
0.435646,1,0,0,1,0
0.422749,1,0,0,1,0
0.439711,1,0,0,1,0
0.426948,1,0,0,1,0
0.334389,0,0,1,0,1
0.332749,0,0,1,0,1
0.332149,0,0,1,0,1
0.364721,1,0,0,1,0
0.362522,0,0,1,1,0
0.441504,1,0,0,1,0
0.443469,0,1,0,0,0
0.428909,1,0,0,1,0
0.419083,1,0,0,0,0
0.433818,1,0,0,1,0
0.407823,1,0,0,0,0
0.356684,0,1,0,0,0
0.35814,0,0,1,0,0
0.363223,0,0,1,0,0
0.355995,0,1,0,0,0
0.341077,0,0,1,0,0
0.341011,0,1,0,0,0
0.443469,0,0,1,0,1
0.457443,0,1,0,0,0
0.434444,0,1,0,0,0
0.432494,0,0,1,0,1
0.509339,0,0,1,0,0
0.503101,0,0,1,0,0
0.52495,0,0,1,1,0
0.514214,0,0,1,0,0
0.52352,0,0,1,0,0
0.386211,1,0,0,1,0
0.37894,1,0,0,0,0
0.350003,1,0,0,0,0
0.368205,0,1,0,0,1
0.37654,0,0,1,0,0
0.355035,1,0,0,0,0
0.358633,1,0,0,0,0
0.368583,1,0,0,0,0
0.368943,1,0,0,0,0
0.378495,1,0,0,0,0
0.372054,1,0,0,0,0
0.361388,1,0,0,0,0
0.443897,0,0,1,1,0
0.446777,0,0,1,1,0
0.331543,1,0,0,0,0
0.337635,1,0,0,0,0
0.439712,0,0,1,1,0
0.434515,0,0,1,1,0
0.292044,1,0,0,0,0
0.31325,1,0,0,0,0
0.478225,0,1,0,0,0
0.467218,0,1,0,0,0
0.085707,1,0,0,0,0
0.335086,1,0,0,1,0
0.348346,0,1,0,0,0
0.343615,0,0,1,0,0
0.34271,0,0,1,0,0
0.346977,0,1,0,0,0
0.351473,0,0,1,0,0
0.23324,0,1,0,0,0
0.323041,1,0,0,0,0
0.311853,0,1,0,0,0
0.356419,1,0,0,0,0
0.364692,1,0,0,0,0
0.338329,1,0,0,0,0
0.495246,0,0,1,0,1
0.495576,0,0,1,0,0
0.410959,1,0,0,1,0
0.316434,0,0,1,0,0
0.320168,0,0,1,0,0
0.3065,0,0,1,0,0
0.118033,0,1,0,0,1
0.464075,0,1,0,0,0
0.464337,0,1,0,0,0
0.48213,0,0,1,1,0
0.471728,0,1,0,0,0
0.463311,0,1,0,0,0
0.106517,1,0,0,0,0
0.107202,1,0,0,1,0
0.17551,0,0,1,0,0
0.456884,1,0,0,0,0
0.451617,1,0,0,0,0
0.44758,1,0,0,0,0
0.452374,1,0,0,0,0
0.547424,0,0,1,1,0
0.544652,0,0,1,1,0
0.553555,0,0,1,1,0
0.542087,0,0,1,1,0
0.50786,1,0,0,0,0
0.600073,0,0,1,0,0
0.585515,1,0,0,0,0
0.582333,0,0,1,1,0
0.585543,0,0,1,1,0
0.282116,0,0,1,0,0
0.291501,0,0,1,0,0
0.286218,0,0,1,0,0
0.291597,0,0,1,0,1
0.27303,0,1,0,0,0
0.397975,0,0,1,0,0
0.388747,0,0,1,0,0
0.419333,0,0,1,0,0
0.419511,0,0,1,0,1
0.336985,0,0,1,0,1
0.333969,0,0,1,0,1
0.337336,0,0,1,0,1
0.339519,0,0,1,0,0
0.402219,0,1,0,0,0
0.336646,0,1,0,0,0
0.417668,0,0,1,0,0
0.470224,0,1,0,0,0
0.465136,0,1,0,0,0
0.475632,0,1,0,0,0
0.49429,0,0,1,1,0
0.430858,1,0,0,1,0
0.43265,1,0,0,1,0
0.442223,0,0,1,1,0
0.432716,0,0,1,1,0
0.544811,1,0,0,1,0
0.549305,0,0,1,0,0
0.560872,0,0,1,0,0
0.557177,1,0,0,1,0
0.573776,0,0,1,0,0
0.394275,0,0,1,1,0
0.398507,1,0,0,1,0
0.379365,0,0,1,1,0
0.370367,1,0,0,0,0
0.349964,1,0,0,0,0
0.360677,1,0,0,0,0
0.460284,0,1,0,0,0
0.475048,0,1,0,0,1
0.46989,0,1,0,0,1
0.307633,1,0,0,0,0
0.275899,0,1,0,0,0
0.416235,0,0,1,1,0
0.302628,0,0,1,0,1
0.294892,0,1,0,0,0
0.357446,0,0,1,0,0
0.353249,0,0,1,0,1
0.351283,0,1,0,0,0
0.346654,0,1,0,0,0
0.361351,0,0,1,0,0
0.361451,0,0,1,0,1
0.356219,0,1,0,0,0
0.368429,0,0,1,0,0
0.357146,1,0,0,1,0
0.399834,1,0,0,0,0
0.397057,1,0,0,0,0
0.476759,0,1,0,0,0
0.492912,0,0,1,0,0
0.497738,0,0,1,0,0
0.455235,1,0,0,1,0
0.449021,1,0,0,1,0
0.305687,0,1,0,0,1
0.063788,1,0,0,1,0
0.619712,0,0,1,1,0
0.052844,0,0,1,0,0
0.349008,0,0,1,0,0
0.356352,0,0,1,1,0
0.340662,0,0,1,0,0
0.338492,0,0,1,0,1
0.344745,0,0,1,0,0
0.343744,0,0,1,0,0
0.299192,0,0,1,0,0
0.33599,0,0,1,0,0
0.530244,0,1,0,0,1
0.532312,0,1,0,0,1
0.528709,0,1,0,0,1
0.495,0,0,1,0,0
0.499795,0,0,1,0,0
0.487614,0,0,1,1,0
0.469559,0,1,0,0,0
0.486273,0,0,1,0,0
0.481069,0,1,0,0,1
0.382492,1,0,0,1,0
0.426356,1,0,0,1,0
0.385218,1,0,0,1,0
0.390884,1,0,0,1,0
0.406311,1,0,0,0,0
0.41861,1,0,0,0,0
0.351632,1,0,0,0,0
0.345678,1,0,0,0,0
0.360833,1,0,0,0,0
0.392069,1,0,0,1,0
0.385345,1,0,0,0,0
0.364309,1,0,0,0,0
0.3378,1,0,0,0,0
0.408867,1,0,0,0,0
0.402406,0,0,1,1,0
0.419612,0,0,1,1,0
0.380162,1,0,0,1,0
0.3827,1,0,0,1,0
0.395081,1,0,0,0,0
0.405453,1,0,0,0,0
0.188659,1,0,0,0,0
0.146019,1,0,0,0,0
0.288068,1,0,0,0,0
0.356417,1,0,0,1,0
0.35943,1,0,0,0,0
0.597046,1,0,0,1,0
0.600947,1,0,0,0,0
0.613902,1,0,0,0,0
0.220512,1,0,0,1,0
0.266275,0,1,0,0,1
0.335238,0,0,1,0,1
0.342349,0,0,1,0,0
0.506595,0,0,1,0,0
0.488677,0,0,1,1,0
0.413797,1,0,0,0,0
0.423353,1,0,0,1,0
0.40044,1,0,0,1,0
0.418772,1,0,0,1,0
0.378666,1,0,0,0,0
0.151452,1,0,0,1,0
0.226487,1,0,0,0,0
0.54163,0,0,1,1,0
0.555386,0,0,1,1,0
0.284449,0,1,0,0,1
0.264074,0,1,0,0,1
0.285906,0,1,0,0,1
0.170131,0,1,0,0,1
0.305124,0,1,0,0,1
0.335683,0,0,1,1,0
0.337774,0,0,1,1,0
0.395091,0,0,1,1,0
0.390003,0,0,1,1,0
0.375627,1,0,0,0,0
0.364664,1,0,0,1,0
0.386127,1,0,0,0,0
0.329234,0,0,1,0,0
0.343304,1,0,0,0,0
0.39329,1,0,0,0,0
0.35819,1,0,0,1,0
0.377572,0,0,1,0,0
0.439558,0,0,1,1,0
0.4466,1,0,0,1,0
0.466684,0,1,0,0,1
0.472909,0,1,0,0,1
0.394452,0,0,1,0,1
0.33087,0,0,1,0,1
0.347556,0,0,1,1,0
0.332813,0,0,1,0,1
0.264697,0,0,1,0,1
0.283587,0,0,1,0,1
0.317849,1,0,0,0,0
0.258407,0,1,0,0,0
0.560278,0,0,1,1,0
0.561371,0,0,1,0,0
0.489341,0,1,0,0,0
0.483244,0,1,0,0,0
0.35207,0,0,1,0,0
0.347106,0,1,0,0,0
0.526272,0,0,1,1,0
0.515304,0,0,1,0,0
0.510069,0,0,1,0,1
0.519157,0,0,1,0,0
0.515738,0,0,1,0,0
0.437566,0,0,1,1,0
0.430542,0,0,1,0,1
0.452574,0,1,0,0,0
0.459459,0,1,0,0,0
0.331869,0,0,1,0,1
0.331389,0,0,1,0,1
0.339475,0,0,1,1,0
0.225338,0,0,1,0,0
0.257666,1,0,0,1,0
0.189415,1,0,0,1,0
0.333753,0,0,1,1,0
0.331112,0,0,1,0,1
0.540148,0,0,1,1,0
0.536348,0,1,0,0,1
0.541162,0,0,1,0,1
0.550073,0,0,1,1,0
0.440074,0,0,1,1,0
0.184619,0,0,1,1,0
0.19735,0,0,1,0,0
0.205364,0,0,1,0,0
0.453412,1,0,0,1,0
0.448585,0,0,1,1,0
0.459987,0,1,0,0,1
0.367723,1,0,0,0,0
0.401286,1,0,0,0,0
0.246019,1,0,0,0,0
0.177188,1,0,0,0,0
0.244311,0,0,1,0,0
0.423759,1,0,0,0,0
0.40423,1,0,0,0,0
0.437868,1,0,0,1,0
0.440795,0,0,1,1,0
0.427773,1,0,0,0,0
0.352474,0,0,1,0,0
0.348185,0,0,1,0,1
0.352487,0,0,1,1,0
0.611852,0,0,1,1,0
0.622706,0,0,1,1,0
0.625552,1,0,0,0,0
0.331337,1,0,0,1,0
0.353216,1,0,0,1,0
0.250469,0,1,0,0,0
0.321538,1,0,0,0,0
0.264319,0,1,0,0,0
0.248531,0,1,0,0,1
0.388666,1,0,0,0,0
0.307858,1,0,0,0,0
0.226799,0,1,0,0,0
0.281823,0,0,1,0,0
0.300423,0,0,1,0,0
0.3779,1,0,0,1,0
0.416424,1,0,0,1,0
0.448684,0,0,1,1,0
0.434845,0,0,1,0,0
0.449881,0,0,1,1,0
0.439544,0,0,1,0,0
0.467709,0,0,1,1,0
0.465547,0,0,1,1,0
0.3327,0,0,1,1,0
0.358898,0,1,0,0,0
0.29762,0,1,0,0,0
0.323892,0,0,1,0,0
0.337576,0,0,1,0,0
0.357372,1,0,0,0,0
0.323756,1,0,0,0,0
0.413009,1,0,0,0,0
0.451284,1,0,0,1,0
0.289596,0,1,0,0,0
0.396376,1,0,0,1,0
0.39321,1,0,0,0,0
0.383844,1,0,0,0,0
0.358028,1,0,0,0,0
0.356919,0,0,1,1,0
0.369277,0,0,1,1,0
0.371092,0,0,1,1,0
0.374738,0,0,1,1,0
0.395462,0,0,1,1,0
0.364635,0,0,1,1,0
0.394394,1,0,0,1,0
0.402711,1,0,0,0,0
0.436267,1,0,0,0,0
0.441361,1,0,0,0,0
0.327511,1,0,0,0,0
0.193461,0,0,1,0,0
0.21795,0,0,1,0,0
0.147616,1,0,0,1,0
0.202796,0,0,1,0,0
-0.039186,1,0,0,0,0
0.006776,1,0,0,1,0
0.038827,1,0,0,0,0
0.063622,1,0,0,1,0
-0.080656,1,0,0,1,0
0.449743,0,0,1,1,0
0.448031,0,0,1,1,0
0.459515,0,0,1,1,0
0.439798,0,0,1,0,0
0.412264,0,0,1,0,0
0.473695,0,0,1,1,0
0.476165,0,0,1,1,0
0.141182,0,0,1,0,0
0.169162,1,0,0,0,0
0.269485,0,1,0,0,0
0.077421,0,1,0,0,0
0.237831,0,0,1,0,0
0.426458,0,0,1,0,1
0.433297,0,0,1,1,0
0.428541,0,0,1,0,1
0.46593,0,1,0,0,0
0.11096,1,0,0,1,0
0.116425,1,0,0,1,0
0.547591,0,0,1,1,0
0.522167,0,0,1,1,0
0.523449,0,0,1,1,0
0.521864,0,0,1,0,0
0.41111,0,1,0,0,1
0.408468,0,1,0,0,0
0.415717,0,1,0,0,1
0.413371,0,1,0,0,1
0.411218,0,1,0,0,0
0.417149,0,1,0,0,0
0.421312,0,1,0,0,1
0.544504,0,0,1,0,1
0.574625,0,0,1,0,0
0.55482,0,0,1,0,0
0.538334,0,0,1,0,1
0.545662,0,0,1,1,0
0.507679,0,0,1,0,1
0.286836,1,0,0,0,0
0.116608,1,0,0,0,0
0.145423,1,0,0,1,0
0.083044,1,0,0,1,0
0.361448,0,1,0,0,0
0.37886,0,1,0,0,0
0.375468,0,1,0,0,0
0.330799,0,0,1,1,0
0.330796,0,0,1,1,0
0.416486,0,0,1,0,0
0.410471,0,0,1,0,0
0.613888,0,0,1,1,0
0.608044,0,0,1,1,0
0.366153,1,0,0,0,0
0.463939,0,1,0,0,1
0.455451,0,0,1,1,0
0.31143,0,0,1,0,0
0.398348,0,0,1,1,0
0.461898,0,0,1,1,0
0.315724,1,0,0,0,0
0.235241,0,1,0,0,1
0.351935,1,0,0,0,0
0.327692,1,0,0,0,0
0.300531,1,0,0,0,0
0.450551,0,1,0,0,0
0.091838,1,0,0,1,0
0.180741,0,1,0,0,0
0.167789,0,1,0,0,0
0.161839,0,1,0,0,0
0.368464,1,0,0,0,0
0.390833,1,0,0,0,0
0.399447,0,1,0,0,1
0.395759,1,0,0,0,0
0.374399,1,0,0,0,0
0.519946,0,0,1,0,0
0.524932,0,0,1,1,0
0.522921,0,0,1,0,0
0.483981,0,0,1,0,0
0.502005,1,0,0,0,0
0.360502,0,0,1,1,0
0.363119,0,0,1,1,0
0.365112,1,0,0,1,0
0.385662,0,0,1,0,1
0.587394,0,0,1,1,0
0.592776,1,0,0,1,0
0.381911,1,0,0,0,0
0.392504,1,0,0,0,0
0.282689,1,0,0,1,0
0.312379,1,0,0,1,0
0.30254,1,0,0,1,0
0.266947,1,0,0,0,0
0.187496,0,0,1,0,0
0.357281,1,0,0,1,0
0.413333,0,0,1,0,1
0.419743,0,0,1,0,1
0.415218,0,1,0,0,1
0.639111,0,0,1,1,0
0.631899,0,0,1,1,0
0.476036,0,1,0,0,0
0.457172,0,1,0,0,1
0.538018,0,0,1,1,0
0.526516,0,0,1,1,0
0.525868,0,0,1,1,0
0.523664,0,0,1,0,0
0.239353,0,0,1,0,0
0.198794,0,0,1,0,0
0.074524,1,0,0,0,0
0.104705,1,0,0,1,0
0.059323,0,0,1,0,0
0.08529,1,0,0,0,0
0.31806,1,0,0,1,0
0.346034,1,0,0,1,0
0.33007,1,0,0,1,0
0.277784,1,0,0,0,0
0.242521,1,0,0,0,0
0.392844,0,1,0,0,0
0.398752,0,1,0,0,1
0.407913,1,0,0,0,0
0.618025,0,0,1,1,0
0.63536,1,0,0,0,0
0.626272,0,0,1,1,0
0.370163,1,0,0,0,0
0.429423,1,0,0,1,0
0.469921,0,1,0,0,0
0.45474,0,1,0,0,1
0.41316,1,0,0,1,0
0.403077,1,0,0,0,0
0.399281,1,0,0,0,0
0.400098,0,1,0,0,0
0.404129,0,1,0,0,1
0.409259,0,1,0,0,1
0.406144,0,1,0,0,0
0.46159,0,1,0,0,1
0.468008,0,1,0,0,1
0.463951,0,1,0,0,1
0.519777,0,1,0,0,1
0.523565,0,1,0,0,0
0.517964,0,0,1,1,0
0.523314,0,1,0,0,1
0.38864,0,1,0,0,0
0.404315,0,1,0,0,1
0.270812,0,0,1,0,0
0.259368,0,0,1,0,0
0.30708,1,0,0,0,0
0.279599,1,0,0,0,0
0.283764,1,0,0,0,0
0.296969,1,0,0,0,0
0.176944,0,0,1,0,1
0.146952,1,0,0,0,0
0.262486,0,0,1,0,1
0.204666,0,0,1,0,1
0.39523,0,0,1,1,0
0.360251,0,1,0,0,0
0.407702,1,0,0,0,0
0.413031,1,0,0,0,0
0.418744,1,0,0,0,0
0.392497,0,0,1,0,0
0.406257,0,0,1,0,0
0.380687,0,0,1,0,0
0.294137,0,0,1,0,0
0.301112,0,1,0,0,0
0.360559,0,0,1,1,0
0.408772,0,0,1,0,1
0.437628,0,0,1,0,0
0.435026,0,0,1,0,0
0.393703,0,0,1,0,1
0.41142,0,0,1,0,0
0.405698,0,0,1,0,0
0.528189,0,0,1,0,1
0.520802,0,1,0,0,0
0.523901,0,0,1,0,1
0.405887,0,0,1,0,0
0.421377,0,0,1,0,0
0.310897,0,0,1,0,1
0.526746,0,0,1,0,0
0.43549,0,0,1,1,0
0.442376,1,0,0,1,0
0.444542,1,0,0,1,0
0.533506,0,1,0,0,0
0.459802,1,0,0,1,0
0.525263,0,1,0,0,0
0.521527,0,1,0,0,0
0.268525,0,0,1,0,0
0.232465,0,0,1,0,0
0.256093,0,0,1,0,0
0.429654,0,0,1,0,0
0.503348,0,0,1,0,0
0.091434,0,0,1,0,0
0.300056,1,0,0,0,0
0.172193,0,0,1,0,0
0.326548,0,0,1,0,0
0.531255,0,1,0,0,1
0.531588,0,1,0,0,0
0.53007,0,1,0,0,0
0.218525,0,0,1,0,0
0.134513,0,0,1,0,0
0.388296,0,0,1,1,0
0.398948,0,0,1,1,0
0.395091,0,0,1,1,0
0.393253,0,0,1,1,0
0.384277,0,0,1,1,0
0.390262,0,0,1,1,0
0.342511,0,0,1,1,0
0.36503,0,0,1,1,0
0.364421,0,0,1,1,0
0.324982,0,1,0,0,0
0.325391,0,1,0,0,0
0.516064,1,0,0,1,0
0.38033,0,0,1,1,0
0.396391,1,0,0,0,0
0.404746,0,0,1,0,0
0.428525,0,0,1,0,0
0.425661,0,0,1,0,0
0.41685,0,0,1,0,0
0.415469,0,0,1,0,0
0.40945,0,0,1,0,0
0.39939,0,0,1,0,0
0.395952,0,0,1,0,1
0.402356,0,0,1,0,1
0.407443,0,0,1,0,1
0.544237,0,0,1,1,0
0.533339,0,1,0,0,1
0.535709,0,0,1,0,1
0.249129,0,0,1,0,0
0.369762,0,0,1,0,1
0.407935,0,0,1,0,1
0.359989,0,0,1,1,0
0.525277,0,1,0,0,1
0.527546,0,1,0,0,0
0.52881,0,1,0,0,0
0.470281,0,1,0,0,1
0.479812,0,1,0,0,0
0.473761,0,1,0,0,0
0.537405,0,1,0,0,0
0.484269,0,1,0,0,0
0.410325,0,1,0,0,1
0.377037,1,0,0,0,0
0.374876,1,0,0,0,0
0.407115,0,0,1,0,0
0.395088,1,0,0,1,0
0.392347,1,0,0,0,0
0.500462,1,0,0,1,0
0.330494,0,1,0,0,0
0.34475,1,0,0,0,0
0.362713,0,1,0,0,0
0.047273,0,1,0,0,1
0.076839,0,1,0,0,1
0.309783,0,0,1,0,1
0.298326,0,0,1,0,1
0.377695,0,0,1,1,0
0.365665,0,0,1,0,0
0.383595,0,0,1,0,1
0.370113,0,1,0,0,1
0.392666,0,0,1,0,1
0.487033,0,0,1,0,1
0.487006,0,0,1,0,0
0.396997,0,0,1,0,0
0.400788,0,0,1,0,0
0.398365,0,0,1,0,0
0.148106,0,1,0,0,0
0.166007,0,0,1,0,0
0.366486,1,0,0,0,0
0.470909,0,0,1,0,0
0.474097,0,0,1,0,0
0.478573,0,0,1,0,1
0.464553,0,0,1,0,0
0.468709,0,0,1,0,0
0.196303,0,0,1,0,1
0.155503,0,0,1,0,1
0.342955,0,0,1,0,1
0.284797,0,0,1,0,1
0.419053,1,0,0,0,0
0.339116,0,0,1,0,1
0.300417,0,1,0,0,1
0.323008,0,1,0,0,1
0.33765,0,1,0,0,1
0.505295,0,0,1,0,0
0.444906,0,0,1,0,0
0.626577,0,0,1,1,0
0.45759,1,0,0,1,0
0.514064,1,0,0,1,0
0.250921,0,0,1,0,1
0.25954,0,0,1,0,1
0.270997,0,0,1,0,1
0.346374,0,0,1,0,1
0.296432,0,0,1,0,0
0.321423,0,0,1,0,0
0.314491,0,0,1,0,0
0.334516,0,0,1,0,0
0.201911,0,0,1,0,0
0.250618,1,0,0,0,0
0.25844,1,0,0,0,0
0.383738,1,0,0,0,0
0.372927,0,0,1,0,0
0.242035,0,1,0,0,0
0.247356,0,1,0,0,1
0.244631,0,1,0,0,1
0.229822,0,1,0,0,0
0.31743,0,1,0,0,1
0.300934,0,1,0,0,0
0.282007,0,1,0,0,0
0.302249,0,0,1,0,1
0.314312,0,0,1,0,1
0.286368,0,0,1,0,1
0.301268,0,0,1,0,1
0.477753,0,0,1,0,1
0.50524,0,0,1,0,0
0.498985,0,0,1,0,1
0.320505,0,1,0,0,0
0.310171,0,1,0,0,0
0.355462,0,0,1,0,1
0.187133,0,1,0,0,1
0.420244,0,0,1,0,0
0.336206,0,0,1,0,1
0.355529,0,0,1,0,0
0.323745,0,0,1,0,1
0.324141,0,1,0,0,1
0.333045,0,1,0,0,1
0.358239,0,1,0,0,1
0.327409,0,0,1,0,1
0.402242,0,0,1,0,0
0.400351,0,0,1,1,0
0.533132,0,1,0,0,1
0.52856,0,0,1,1,0
0.527478,0,0,1,1,0
0.375012,0,0,1,0,1
0.381791,0,0,1,0,1
0.345894,1,0,0,0,0
0.333492,1,0,0,0,0
0.363324,1,0,0,0,0
0.403686,1,0,0,1,0
0.385574,0,0,1,1,0
0.41516,0,0,1,0,0
0.35946,0,0,1,0,0
0.405805,1,0,0,0,0
0.409283,1,0,0,0,0
0.411115,1,0,0,1,0
0.400399,1,0,0,1,0
0.399954,1,0,0,0,0
0.421323,0,0,1,0,1
0.418271,0,1,0,0,1
0.390005,0,0,1,0,1
0.218562,0,1,0,0,0
0.36344,0,0,1,0,1
0.365949,0,0,1,0,1
0.276719,1,0,0,0,0
0.32965,0,0,1,0,1
0.315574,0,0,1,0,1
0.434647,0,0,1,0,1
0.395145,0,0,1,0,0
0.398081,0,0,1,0,0
0.403993,0,0,1,0,0
0.369131,0,1,0,0,1
0.366179,0,1,0,0,1
0.378209,0,1,0,0,1
0.478299,0,0,1,0,1
0.530111,0,1,0,0,1
0.529467,0,0,1,0,0
0.287268,0,0,1,0,1
0.239619,0,0,1,1,0
0.340422,0,0,1,0,1
0.337778,0,1,0,0,1
0.317447,0,0,1,0,1
0.303347,0,0,1,0,1
0.384585,0,1,0,0,1
0.404764,0,1,0,0,1
0.127446,0,1,0,0,1
0.308831,0,0,1,0,1
0.457979,0,0,1,0,1
0.468402,1,0,0,0,0
0.466938,1,0,0,0,0
0.46435,1,0,0,0,0
0.171496,0,1,0,0,0
0.189785,0,1,0,0,0
0.17465,0,1,0,0,0
0.402748,0,0,1,1,0
0.402421,0,0,1,1,0
0.446619,0,0,1,1,0
0.438269,0,0,1,0,1
0.468932,0,0,1,1,0
0.467976,0,0,1,0,1
0.638042,0,0,1,1,0
0.402254,0,0,1,0,0
0.38728,0,0,1,0,0
0.128269,0,1,0,0,0
0.107313,0,1,0,0,0
0.426228,1,0,0,0,0
0.399281,0,1,0,0,0
0.449527,1,0,0,0,0
0.407339,0,0,1,0,0
0.282065,0,0,1,0,1
0.330433,0,0,1,0,1
0.118756,0,1,0,0,0
0.370277,0,1,0,0,1
0.379358,0,1,0,0,1
0.514545,0,0,1,0,0
0.241672,0,0,1,0,1
0.442986,0,0,1,0,0
0.417465,0,0,1,0,0
0.425816,0,1,0,0,0
0.443832,0,1,0,0,1
0.399772,0,0,1,0,0
0.413343,0,0,1,0,0
0.449068,1,0,0,0,0
0.16911,0,1,0,0,0
0.16147,0,1,0,0,0
0.644098,0,0,1,1,0
0.629006,1,0,0,1,0
0.434456,0,0,1,0,0
0.452843,0,0,1,0,0
0.413173,0,0,1,0,0
0.360213,1,0,0,0,0
0.36764,1,0,0,0,0
0.399508,0,0,1,0,1
0.353268,0,1,0,0,1
0.370801,0,1,0,0,0
0.340015,0,1,0,0,0
0.485982,0,0,1,0,0
0.477726,0,0,1,1,0
0.478305,0,0,1,1,0
0.469081,0,0,1,1,0
0.370221,0,1,0,0,1
0.361273,0,1,0,0,1
0.352295,0,0,1,0,1
0.391242,0,1,0,0,1
0.335259,0,1,0,0,1
0.386879,1,0,0,0,0
0.39277,0,0,1,0,1
0.369211,1,0,0,0,0
0.379415,1,0,0,0,0
0.395778,0,0,1,0,1
0.410164,0,0,1,0,1
0.3995,0,0,1,0,1
0.39674,0,0,1,0,0
0.413425,0,0,1,0,0
0.404359,0,0,1,0,1
0.431224,0,0,1,0,0
0.467636,0,0,1,0,0
0.225015,0,1,0,0,1
0.198814,0,1,0,0,0
0.220207,0,0,1,0,0
0.212011,0,0,1,0,0
0.384851,0,1,0,0,0
0.353162,0,1,0,0,1
0.190874,0,1,0,0,1
0.184807,0,1,0,0,1
0.206992,0,1,0,0,0
0.189025,0,1,0,0,1
0.242352,0,0,1,0,1
0.214165,0,1,0,0,1
0.359209,1,0,0,1,0
0.406431,0,0,1,0,0
0.450195,0,0,1,0,0
0.410533,0,0,1,0,1
0.408932,0,0,1,0,0
0.2275,0,0,1,0,0
0.215235,0,0,1,0,0
0.288306,1,0,0,0,0
0.339647,1,0,0,0,0
0.368509,1,0,0,0,0
0.277035,1,0,0,0,0
0.267069,1,0,0,0,0
0.308536,1,0,0,0,0
0.424671,1,0,0,0,0
0.441205,0,1,0,0,0
0.433297,0,1,0,0,0
0.275872,0,0,1,0,1
0.147655,0,1,0,0,0
0.244048,0,0,1,0,1
0.214013,0,0,1,0,1
0.21583,0,0,1,0,1
0.246404,0,0,1,0,0
0.15236,0,1,0,0,0
0.408195,1,0,0,0,0
0.404283,1,0,0,0,0
0.40462,1,0,0,1,0
0.403115,1,0,0,0,0
0.432774,0,0,1,0,1
0.446787,0,0,1,0,1
0.437438,0,1,0,0,0
0.431025,0,0,1,0,0
0.432859,1,0,0,0,0
0.439051,0,0,1,0,0
0.424239,0,0,1,0,0
0.430945,1,0,0,0,0
0.511974,1,0,0,1,0
0.444099,0,0,1,0,0
0.201736,0,0,1,1,0
0.214415,0,0,1,1,0
0.262246,0,0,1,0,0
0.289005,0,0,1,0,1
0.329084,0,0,1,0,1
0.362337,0,0,1,0,1
0.370067,0,0,1,0,1
0.425607,0,0,1,0,0
0.393364,1,0,0,0,0
0.390084,1,0,0,0,0
0.191965,0,0,1,1,0
0.18971,0,0,1,1,0
0.285311,1,0,0,0,0
0.178939,0,1,0,0,0
0.183449,0,0,1,1,0
0.178415,0,1,0,0,0
0.198884,0,0,1,1,0
0.461195,0,0,1,0,0
0.45313,0,0,1,0,0
0.519771,0,0,1,0,0
0.518624,0,0,1,0,0
0.516554,0,1,0,0,0
0.434477,0,0,1,0,0
0.425067,0,0,1,0,0
0.275031,0,0,1,0,1
0.330363,0,0,1,0,1
0.242425,0,0,1,0,1
0.2125,0,0,1,0,1
0.212609,0,1,0,0,1
0.455983,0,0,1,0,1
0.420369,1,0,0,1,0
0.425771,1,0,0,0,0
0.421267,1,0,0,0,0
0.398216,0,0,1,1,0
0.393464,0,0,1,0,1
0.418592,0,0,1,0,0
0.49919,1,0,0,1,0
0.499599,1,0,0,1,0
0.245267,0,0,1,0,1
0.193747,0,1,0,0,0
0.218055,0,1,0,0,1
0.355407,0,1,0,0,1
