crtR(2011:2022),peak,pit,saddle,ridge,ravine
0.421784,1,0,0,1,0
0.424732,0,0,1,1,0
0.423519,0,0,1,1,0
0.477229,0,0,1,0,1
0.42528,0,0,1,1,0
0.474262,0,0,1,1,0
0.425427,0,0,1,0,0
0.476268,0,0,1,0,0
0.45359,0,0,1,0,0
0.448957,1,0,0,0,0
0.528162,0,0,1,0,0
0.429923,0,0,1,1,0
0.426647,0,0,1,1,0
0.391822,0,0,1,0,0
0.282473,1,0,0,1,0
0.267276,1,0,0,1,0
0.423806,0,1,0,0,0
0.428969,0,0,1,1,0
0.42749,0,0,1,1,0
0.427198,0,0,1,0,0
0.530586,0,0,1,1,0
0.521082,0,0,1,0,0
0.489384,0,1,0,0,0
0.382832,0,0,1,0,1
0.393086,0,0,1,0,1
0.503886,0,1,0,0,0
0.510073,0,1,0,0,0
0.517899,0,1,0,0,0
0.517486,0,1,0,0,0
0.510085,0,1,0,0,0
0.419493,0,1,0,0,0
0.528168,0,0,1,0,0
0.528169,0,0,1,0,0
0.477236,0,0,1,0,1
0.42592,0,0,1,1,0
0.362213,0,1,0,0,0
0.316507,0,0,1,1,0
0.333329,0,0,1,1,0
0.543489,0,1,0,0,0
0.541133,0,1,0,0,0
0.540714,0,1,0,0,0
0.44775,1,0,0,0,0
0.313383,1,0,0,0,0
0.323301,1,0,0,0,0
0.441855,1,0,0,0,0
0.429428,1,0,0,0,0
0.44748,1,0,0,0,0
0.33361,1,0,0,0,0
0.42735,0,0,1,0,0
0.423014,0,0,1,0,0
0.42957,0,0,1,0,0
0.462223,0,1,0,0,1
0.456604,0,0,1,0,0
0.368724,0,0,1,0,0
0.37199,0,0,1,0,0
0.29595,1,0,0,1,0
0.246312,1,0,0,1,0
0.1172,1,0,0,1,0
0.416009,0,0,1,0,0
0.416479,0,0,1,0,0
0.474567,0,1,0,0,1
0.41974,1,0,0,0,0
0.40954,0,0,1,0,1
0.449895,1,0,0,1,0
0.430239,1,0,0,1,0
0.409003,0,0,1,0,0
0.408626,0,0,1,0,0
0.457198,0,0,1,0,0
0.404721,0,0,1,0,1
0.460822,0,0,1,0,0
0.437601,1,0,0,0,0
0.444067,1,0,0,0,0
0.415753,1,0,0,0,0
0.425854,1,0,0,0,0
0.343895,0,0,1,1,0
0.301042,0,0,1,1,0
0.3721,0,0,1,1,0
0.425238,0,0,1,0,0
0.351894,0,0,1,0,0
0.379399,0,0,1,0,0
0.536413,1,0,0,1,0
0.540376,0,0,1,0,0
0.531952,0,0,1,0,0
0.532022,0,0,1,0,0
0.513174,0,1,0,0,0
0.524003,0,1,0,0,0
0.42154,0,0,1,0,0
0.366264,0,1,0,0,1
0.363931,0,1,0,0,1
0.382777,0,1,0,0,1
0.540008,0,0,1,1,0
0.536347,0,0,1,0,0
0.525005,1,0,0,1,0
0.530689,1,0,0,1,0
0.377646,1,0,0,0,0
0.437911,1,0,0,1,0
0.413143,1,0,0,0,0
0.41173,0,0,1,0,0
0.402363,0,0,1,0,1
0.42326,1,0,0,0,0
0.411709,0,0,1,0,1
0.411274,0,0,1,0,1
0.519639,0,0,1,1,0
0.412451,0,0,1,1,0
0.433265,0,0,1,1,0
0.418541,1,0,0,1,0
0.448962,1,0,0,1,0
0.303573,0,0,1,1,0
0.398262,0,0,1,0,1
0.387703,0,0,1,1,0
0.403176,0,0,1,0,0
0.360971,0,1,0,0,1
0.419101,0,0,1,0,0
0.414089,0,0,1,0,0
0.416798,0,0,1,0,0
0.42801,0,0,1,0,0
0.42472,0,0,1,0,0
0.423756,0,0,1,0,0
0.510266,0,0,1,1,0
0.526297,0,1,0,0,0
0.519005,0,1,0,0,0
0.441176,1,0,0,0,0
0.434914,0,0,1,0,1
0.428885,0,0,1,0,1
0.375164,0,1,0,0,1
0.276684,0,0,1,1,0
0.307403,0,0,1,1,0
0.531702,0,0,1,0,1
0.531604,0,0,1,0,1
0.533671,0,0,1,0,0
0.530318,0,0,1,0,0
0.33791,1,0,0,0,0
0.354373,1,0,0,0,0
0.425851,1,0,0,0,0
0.434793,1,0,0,0,0
0.517039,0,0,1,1,0
0.51415,0,0,1,0,1
0.524919,0,1,0,0,0
0.521123,1,0,0,0,0
0.420883,0,0,1,0,0
0.421341,0,0,1,0,0
0.420887,0,0,1,0,0
0.384602,0,0,1,1,0
0.386688,0,0,1,1,0
0.474277,0,1,0,0,0
0.405094,0,0,1,0,1
0.46718,0,1,0,0,0
0.529871,0,1,0,0,0
0.523043,0,0,1,1,0
0.530934,0,0,1,0,0
0.471238,0,1,0,0,0
0.410966,0,0,1,0,0
0.534304,0,1,0,0,0
0.520345,0,0,1,0,0
0.522756,1,0,0,0,0
0.351825,0,0,1,0,0
0.290516,1,0,0,1,0
0.319486,1,0,0,1,0
0.340986,1,0,0,0,0
0.349536,1,0,0,0,0
0.380082,0,0,1,0,0
0.377524,0,0,1,0,0
0.39394,0,0,1,1,0
0.389985,0,0,1,0,1
0.385072,0,0,1,1,0
0.381918,0,0,1,1,0
0.374353,0,0,1,1,0
0.319633,1,0,0,1,0
0.311948,1,0,0,0,0
0.454438,1,0,0,0,0
0.443548,1,0,0,0,0
0.452815,0,0,1,0,0
0.233079,1,0,0,1,0
0.178164,1,0,0,1,0
0.369986,0,0,1,1,0
0.372917,0,0,1,0,0
0.355437,0,0,1,1,0
0.347705,0,0,1,1,0
0.365251,0,1,0,0,1
0.405811,1,0,0,0,0
0.355063,0,1,0,0,1
0.346965,0,0,1,0,0
0.382703,0,1,0,0,1
0.363254,0,0,1,1,0
0.349025,0,0,1,1,0
0.369449,0,0,1,0,0
0.352763,0,0,1,0,0
0.333406,0,0,1,1,0
0.345725,0,0,1,0,0
0.393181,0,0,1,0,1
0.528676,0,1,0,0,1
0.532448,0,0,1,1,0
0.514012,0,0,1,1,0
0.517107,0,0,1,1,0
0.50244,1,0,0,0,0
0.505572,1,0,0,0,0
0.497258,1,0,0,0,0
0.514864,0,0,1,1,0
0.515806,0,0,1,1,0
0.503291,0,0,1,1,0
0.508389,0,0,1,1,0
0.411622,0,0,1,0,0
0.405642,0,0,1,0,1
0.446641,1,0,0,0,0
0.480615,0,0,1,1,0
0.471339,0,1,0,0,1
0.528272,0,1,0,0,0
0.383393,0,0,1,1,0
0.403561,0,0,1,0,1
0.416816,1,0,0,1,0
0.420321,1,0,0,1,0
0.401457,1,0,0,0,0
0.384005,0,0,1,0,1
0.401377,0,0,1,0,0
0.402499,1,0,0,0,0
0.377679,1,0,0,0,0
0.397562,0,0,1,0,0
0.37429,0,0,1,0,0
0.342905,0,0,1,1,0
0.370184,0,0,1,1,0
0.376048,0,0,1,0,0
0.392882,0,0,1,1,0
0.39117,0,0,1,1,0
0.43456,1,0,0,0,0
0.445318,0,0,1,1,0
0.386081,0,0,1,1,0
0.50582,0,0,1,0,1
0.472145,0,0,1,1,0
0.466549,0,0,1,1,0
0.505519,1,0,0,0,0
0.509824,1,0,0,0,0
0.478828,0,0,1,0,0
0.473562,1,0,0,0,0
0.38046,0,1,0,0,1
0.374765,0,0,1,0,0
0.374676,0,0,1,0,0
0.363293,0,1,0,0,0
0.365346,0,1,0,0,0
0.377622,0,1,0,0,1
0.342829,0,0,1,0,0
0.436427,0,0,1,0,0
0.438524,1,0,0,0,0
0.430033,0,0,1,0,0
0.438379,1,0,0,0,0
0.431969,1,0,0,0,0
0.510758,0,0,1,0,1
0.511172,0,0,1,1,0
0.361313,0,0,1,0,0
0.375862,0,0,1,0,0
0.421926,0,0,1,0,1
0.39224,0,1,0,0,1
0.387099,0,1,0,0,1
0.384097,0,0,1,0,1
0.384726,0,0,1,0,1
0.389557,0,0,1,0,1
0.378844,0,0,1,0,1
0.381479,0,0,1,0,1
0.383474,0,0,1,0,0
0.377454,0,1,0,0,0
0.378338,0,0,1,1,0
0.375733,0,0,1,0,0
0.377569,0,0,1,0,0
0.372703,0,0,1,0,0
0.429636,0,1,0,0,1
0.383312,0,0,1,1,0
0.408382,0,0,1,0,1
0.415724,0,0,1,0,1
0.424734,1,0,0,0,0
0.397497,0,1,0,0,1
0.444299,1,0,0,0,0
0.441142,1,0,0,0,0
0.382007,1,0,0,1,0
0.398161,0,0,1,1,0
0.392816,0,0,1,1,0
0.399051,0,0,1,1,0
0.370015,0,0,1,0,0
0.37412,0,0,1,0,0
0.438689,0,0,1,0,0
0.43891,0,1,0,0,0
0.467127,0,1,0,0,1
0.462073,0,1,0,0,1
0.450623,0,0,1,0,0
0.444821,1,0,0,0,0
0.439602,0,0,1,0,0
0.45056,1,0,0,1,0
0.48142,0,0,1,1,0
0.502285,1,0,0,0,0
0.400462,0,0,1,0,1
0.385201,0,1,0,0,1
0.417852,0,0,1,0,0
0.415239,0,1,0,0,1
0.431498,1,0,0,0,0
0.438392,1,0,0,0,0
0.552099,0,0,1,1,0
0.542985,0,0,1,1,0
0.524839,0,0,1,0,1
0.52346,0,0,1,0,1
0.382676,1,0,0,1,0
0.36713,1,0,0,1,0
0.382191,1,0,0,1,0
0.570963,1,0,0,0,0
0.53189,0,0,1,0,0
0.506973,0,0,1,0,1
0.500191,0,0,1,0,0
0.410336,0,0,1,0,1
0.404176,0,0,1,0,1
0.444567,0,0,1,0,0
0.475311,0,0,1,1,0
0.477226,1,0,0,1,0
0.474187,1,0,0,1,0
0.388559,0,0,1,0,0
0.395262,0,0,1,0,1
0.38582,0,0,1,0,0
0.427635,0,0,1,1,0
0.4242,0,0,1,1,0
0.444542,0,1,0,0,0
0.450462,0,1,0,0,0
0.527399,1,0,0,0,0
0.526449,1,0,0,1,0
0.399109,0,0,1,0,1
0.390783,0,0,1,0,1
0.381957,0,0,1,0,1
0.535839,0,0,1,0,1
0.527632,0,0,1,0,1
0.527543,0,0,1,1,0
0.534379,0,0,1,0,0
0.538261,0,0,1,0,1
0.544902,0,0,1,1,0
0.545473,0,0,1,1,0
0.469493,1,0,0,1,0
0.47225,1,0,0,1,0
0.471143,1,0,0,1,0
0.498378,1,0,0,0,0
0.401778,1,0,0,1,0
0.372184,0,0,1,0,0
0.365866,0,1,0,0,0
0.373703,0,1,0,0,0
0.367754,0,0,1,0,1
0.39297,0,0,1,0,1
0.421967,1,0,0,0,0
0.393699,0,0,1,1,0
0.483725,0,0,1,1,0
0.434137,1,0,0,0,0
0.398401,0,0,1,0,1
0.392465,0,0,1,0,1
0.395138,0,0,1,0,1
0.373453,0,1,0,0,1
0.369145,0,1,0,0,1
0.382141,0,0,1,1,0
0.46769,1,0,0,1,0
0.472171,1,0,0,1,0
0.461793,1,0,0,1,0
0.461334,1,0,0,0,0
0.466861,1,0,0,1,0
0.405529,0,0,1,0,0
0.409612,0,0,1,0,1
0.381616,0,0,1,0,1
0.385826,0,0,1,0,1
0.378123,1,0,0,1,0
0.380496,1,0,0,1,0
0.451762,0,1,0,0,0
0.446003,0,1,0,0,0
0.454534,0,1,0,0,0
0.433711,0,0,1,0,0
0.397741,0,0,1,1,0
0.392567,0,1,0,0,1
0.421907,0,0,1,0,1
0.429743,0,0,1,0,1
0.417026,0,0,1,0,1
0.430393,0,1,0,0,1
0.441991,1,0,0,0,0
0.39557,0,0,1,0,1
0.423556,0,0,1,0,1
0.385489,0,0,1,0,1
0.376289,0,0,1,1,0
0.381764,0,0,1,0,1
0.37387,0,1,0,0,0
0.392457,0,0,1,1,0
0.391915,0,0,1,0,0
0.382738,0,0,1,0,1
0.42074,0,1,0,0,1
0.423218,1,0,0,1,0
0.402044,0,0,1,0,1
0.462942,1,0,0,0,0
0.403418,0,0,1,0,1
0.438157,0,1,0,0,1
0.420886,0,0,1,0,1
0.493425,1,0,0,0,0
0.49088,0,0,1,1,0
0.497057,0,0,1,0,0
0.501164,0,0,1,0,1
0.497078,0,0,1,0,1
0.506642,0,0,1,1,0
0.47097,0,0,1,0,0
0.466834,0,0,1,1,0
0.553141,0,0,1,1,0
0.340344,0,0,1,0,0
0.352032,0,0,1,0,0
0.441353,1,0,0,0,0
0.405538,0,0,1,0,0
0.395807,0,0,1,1,0
0.322136,0,1,0,0,0
0.33791,0,1,0,0,1
0.411644,0,0,1,0,1
0.422199,0,0,1,0,0
0.411474,0,0,1,1,0
0.377711,0,0,1,0,1
0.375155,0,0,1,0,0
0.37563,0,0,1,0,1
0.417271,0,0,1,1,0
0.382275,0,0,1,0,1
0.364866,0,1,0,0,1
0.374065,0,0,1,0,0
0.436917,0,1,0,0,1
0.428968,0,1,0,0,1
0.462589,1,0,0,0,0
0.457433,0,0,1,0,0
0.461525,0,0,1,0,0
0.483933,0,0,1,1,0
0.4253,1,0,0,0,0
0.500788,0,0,1,0,1
0.494727,0,0,1,0,1
0.468726,0,0,1,0,0
0.472279,0,0,1,0,1
0.38198,1,0,0,1,0
0.44063,0,1,0,0,0
0.367475,0,0,1,0,0
0.428989,0,0,1,1,0
0.482937,0,0,1,0,0
0.479804,0,0,1,0,0
0.429734,0,1,0,0,0
0.420228,0,0,1,0,0
0.405898,0,0,1,0,1
0.403367,0,1,0,0,1
0.416245,0,0,1,0,1
0.257023,0,0,1,0,0
0.228114,0,0,1,0,0
0.369533,0,0,1,1,0
0.374503,0,0,1,1,0
0.398622,0,0,1,1,0
0.388357,0,0,1,1,0
0.429453,1,0,0,0,0
0.437134,1,0,0,0,0
0.426319,1,0,0,0,0
0.404592,0,0,1,1,0
0.431703,0,1,0,0,0
0.430794,1,0,0,0,0
0.439619,0,0,1,0,0
0.390942,0,0,1,0,1
0.400808,0,0,1,0,1
0.391118,0,0,1,1,0
0.388644,0,0,1,0,1
0.436774,0,1,0,0,1
0.439074,0,0,1,0,1
0.375307,0,0,1,1,0
0.372135,0,0,1,1,0
0.432488,0,0,1,0,1
0.424399,0,0,1,0,1
0.411516,0,0,1,0,1
0.47933,0,0,1,1,0
0.477416,0,0,1,1,0
0.477245,0,0,1,1,0
0.482583,0,0,1,0,0
0.408481,0,0,1,0,1
0.437834,0,0,1,0,0
0.438384,0,0,1,0,0
0.435735,0,0,1,0,1
0.373285,0,0,1,0,0
0.36961,0,0,1,0,0
0.363101,0,1,0,0,0
0.342102,0,0,1,0,0
0.437997,0,0,1,0,1
0.43515,0,1,0,0,1
0.433145,0,0,1,0,0
0.387433,0,0,1,1,0
0.408264,0,0,1,0,1
0.401899,0,0,1,0,1
0.392496,0,0,1,0,1
0.399169,0,0,1,0,1
0.412947,0,0,1,0,1
0.423658,0,0,1,0,1
0.431466,0,0,1,1,0
0.439312,0,0,1,0,0
0.43578,0,0,1,0,0
0.487754,0,0,1,0,1
0.495648,0,0,1,0,1
0.491221,0,0,1,0,1
0.482222,0,0,1,0,1
0.487985,0,0,1,0,1
0.486191,0,0,1,0,0
0.493767,0,0,1,1,0
0.489553,0,0,1,0,1
0.480527,0,0,1,0,1
0.379586,0,1,0,0,0
0.4253,1,0,0,0,0
0.354427,1,0,0,1,0
0.385717,0,0,1,1,0
0.374134,0,0,1,1,0
0.366887,0,0,1,0,1
0.360318,0,1,0,0,1
0.428218,0,0,1,1,0
0.374184,0,0,1,0,0
0.438728,0,0,1,0,1
0.433815,0,0,1,0,1
0.441753,0,1,0,0,1
0.425899,0,0,1,0,0
0.444164,0,0,1,0,0
0.448369,0,0,1,0,0
0.436825,0,0,1,1,0
0.44234,0,0,1,1,0
0.378195,0,0,1,1,0
0.380561,0,0,1,0,0
0.372359,0,0,1,1,0
0.399155,0,0,1,0,0
0.370403,0,0,1,0,0
0.421617,0,0,1,0,0
0.401034,0,0,1,1,0
0.409021,0,0,1,0,0
0.415189,1,0,0,1,0
0.393718,1,0,0,0,0
0.477999,0,0,1,1,0
0.382579,0,0,1,1,0
0.36078,0,1,0,0,1
0.356915,0,1,0,0,0
0.365436,0,0,1,0,0
0.418286,1,0,0,1,0
0.421099,0,0,1,1,0
0.366009,0,1,0,0,1
0.373159,1,0,0,1,0
0.362119,0,0,1,0,0
0.435341,0,0,1,1,0
0.539348,0,0,1,0,1
0.530902,0,0,1,0,1
0.517844,0,0,1,1,0
0.520251,0,0,1,1,0
0.524485,0,0,1,0,0
0.521715,0,0,1,1,0
0.534943,0,0,1,0,1
0.481289,1,0,0,1,0
0.439444,0,0,1,0,0
0.412905,0,0,1,1,0
0.404373,0,0,1,1,0
0.432903,0,0,1,0,0
0.439015,0,0,1,1,0
0.428814,0,0,1,1,0
0.518304,0,0,1,1,0
0.515867,0,0,1,1,0
0.443878,0,0,1,0,0
0.445517,0,0,1,0,0
0.447094,0,0,1,0,0
0.437371,0,0,1,0,1
0.431331,0,0,1,0,1
0.420816,0,0,1,1,0
0.423601,1,0,0,1,0
0.488981,1,0,0,0,0
0.457603,1,0,0,0,0
0.468042,1,0,0,0,0
0.447076,0,0,1,1,0
0.446722,0,0,1,1,0
0.439336,0,0,1,0,1
0.444997,0,0,1,0,0
0.43985,0,0,1,0,0
0.443525,0,0,1,0,0
0.44108,0,0,1,0,1
0.438753,0,1,0,0,1
0.426085,0,0,1,1,0
0.408274,0,0,1,1,0
0.417419,0,0,1,0,0
0.433372,0,0,1,0,1
0.354316,0,1,0,0,1
0.357359,0,1,0,0,1
0.36531,0,0,1,1,0
0.491255,0,0,1,0,0
0.492915,0,0,1,0,0
0.350434,1,0,0,1,0
0.466453,1,0,0,0,0
0.334012,0,0,1,0,0
0.374048,0,0,1,1,0
0.320946,0,0,1,0,0
0.304754,0,0,1,0,0
0.291832,0,0,1,0,0
0.307891,0,1,0,0,0
0.373471,1,0,0,0,0
0.39724,1,0,0,1,0
0.349804,1,0,0,1,0
0.351283,1,0,0,1,0
0.369951,1,0,0,0,0
0.338108,0,0,1,0,0
0.427637,0,1,0,0,1
0.379342,0,0,1,1,0
0.424704,0,0,1,1,0
0.520364,0,0,1,0,0
0.527588,0,1,0,0,1
0.52667,0,1,0,0,1
0.525552,0,1,0,0,0
0.394288,1,0,0,1,0
0.391467,1,0,0,1,0
0.413867,1,0,0,1,0
0.411263,1,0,0,1,0
0.389541,0,0,1,0,0
0.409898,0,0,1,1,0
0.399056,0,0,1,0,1
0.28065,0,0,1,0,0
0.374291,1,0,0,1,0
0.37176,1,0,0,1,0
0.365516,1,0,0,1,0
0.376377,1,0,0,1,0
0.427977,0,0,1,1,0
0.356308,0,1,0,0,1
0.371332,0,1,0,0,1
0.37675,0,0,1,0,1
0.366652,0,0,1,0,0
0.468178,1,0,0,0,0
0.439189,1,0,0,0,0
0.446328,1,0,0,0,0
0.433971,1,0,0,0,0
0.448453,0,1,0,0,0
0.361827,1,0,0,0,0
0.418542,0,0,1,0,0
0.427093,0,0,1,0,1
0.422311,0,0,1,1,0
0.423218,0,0,1,1,0
0.363314,0,0,1,1,0
0.363214,0,0,1,1,0
0.384012,0,0,1,1,0
0.352322,0,1,0,0,1
0.369106,0,1,0,0,1
0.362996,0,1,0,0,1
0.347906,0,1,0,0,1
0.350736,0,1,0,0,0
0.352031,0,0,1,0,1
0.371781,1,0,0,1,0
0.37532,0,0,1,0,1
0.57196,0,0,1,1,0
0.381942,0,0,1,1,0
0.370602,1,0,0,1,0
0.368097,1,0,0,1,0
0.375503,1,0,0,1,0
0.41883,1,0,0,1,0
0.52585,0,0,1,0,0
0.529539,0,1,0,0,1
0.531047,0,1,0,0,1
0.530401,0,1,0,0,1
0.531422,0,0,1,1,0
0.5309,0,1,0,0,1
0.53272,0,0,1,1,0
0.130863,0,1,0,0,1
0.167157,0,1,0,0,1
0.095371,0,0,1,0,0
0.532444,0,1,0,0,1
0.534957,0,1,0,0,1
0.259568,0,0,1,0,0
0.28061,0,0,1,0,0
0.275709,0,0,1,0,1
0.447989,0,0,1,0,0
0.443718,0,0,1,0,1
0.445102,0,0,1,0,1
0.431842,0,0,1,0,1
0.353729,0,0,1,0,0
0.41091,0,0,1,1,0
0.420489,0,0,1,1,0
0.404739,0,0,1,1,0
0.397652,0,0,1,1,0
0.401417,0,0,1,1,0
0.41566,0,0,1,1,0
0.431877,0,0,1,1,0
0.437245,0,0,1,1,0
0.456414,0,1,0,0,1
0.468406,0,1,0,0,1
0.48009,0,0,1,1,0
0.47809,0,0,1,1,0
0.499042,0,1,0,0,0
0.49997,0,0,1,0,0
0.409853,1,0,0,0,0
0.42107,1,0,0,1,0
0.415463,1,0,0,1,0
0.483312,0,0,1,0,1
0.484913,0,0,1,1,0
0.487017,0,0,1,0,0
0.493379,0,0,1,0,0
0.492541,0,0,1,0,0
0.443855,0,1,0,0,0
0.335363,0,0,1,0,0
0.315603,0,0,1,0,0
0.409823,1,0,0,0,0
0.328765,0,0,1,0,0
0.421813,0,0,1,1,0
0.43042,0,0,1,1,0
0.428556,0,0,1,1,0
0.436839,0,0,1,1,0
0.389156,0,0,1,1,0
0.381983,1,0,0,1,0
0.411069,1,0,0,0,0
0.367276,1,0,0,1,0
0.369267,1,0,0,1,0
0.361715,1,0,0,1,0
0.181898,0,0,1,0,0
0.305116,0,0,1,0,0
0.539385,0,0,1,0,1
0.544993,0,0,1,1,0
0.296279,0,0,1,0,0
0.420088,0,0,1,1,0
0.414914,0,0,1,0,1
0.42997,0,0,1,1,0
0.404572,1,0,0,1,0
0.377324,0,0,1,1,0
0.365079,0,0,1,1,0
0.375086,0,0,1,1,0
0.445756,0,0,1,0,0
0.449713,0,0,1,1,0
0.383539,1,0,0,1,0
0.441428,0,0,1,1,0
0.435429,0,0,1,1,0
0.442646,0,0,1,1,0
0.368592,1,0,0,0,0
0.395441,0,0,1,1,0
0.386596,0,0,1,1,0
0.461895,1,0,0,0,0
0.414408,1,0,0,0,0
0.289136,0,0,1,0,0
0.31781,0,0,1,0,0
0.341993,0,0,1,0,0
0.559928,0,0,1,1,0
0.562088,0,0,1,1,0
0.566228,0,0,1,1,0
0.539512,0,0,1,0,0
0.56282,0,0,1,1,0
0.553308,0,0,1,1,0
0.382673,1,0,0,0,0
0.404747,1,0,0,0,0
0.352113,0,1,0,0,1
0.40772,0,1,0,0,0
0.404762,0,1,0,0,0
0.358902,0,0,1,0,0
0.44044,0,0,1,1,0
0.458723,0,1,0,0,0
0.52983,0,1,0,0,1
0.531881,0,0,1,0,1
0.533384,0,0,1,1,0
0.473061,1,0,0,0,0
0.470424,0,0,1,1,0
0.444153,0,0,1,0,0
0.479548,0,1,0,0,1
0.47548,0,1,0,0,1
0.448967,0,1,0,0,0
0.447778,0,1,0,0,0
0.450219,0,0,1,0,0
0.449542,0,0,1,1,0
0.446481,0,0,1,1,0
0.450016,0,0,1,0,0
0.431992,0,0,1,1,0
0.440867,0,0,1,0,1
0.458868,0,1,0,0,0
0.453346,0,1,0,0,0
0.499478,0,1,0,0,0
0.349052,0,1,0,0,1
0.364892,0,0,1,0,0
0.453685,0,0,1,0,0
0.454597,1,0,0,0,0
0.414785,1,0,0,1,0
0.342974,0,0,1,0,0
0.450145,1,0,0,0,0
0.449774,1,0,0,0,0
0.556987,0,0,1,1,0
0.549905,0,0,1,1,0
0.226128,0,0,1,1,0
0.48778,0,0,1,0,1
0.346711,0,0,1,0,1
0.350495,0,1,0,0,0
0.518379,0,0,1,1,0
0.268719,0,0,1,0,0
0.200403,0,0,1,0,0
0.549768,0,0,1,1,0
0.146593,0,0,1,0,0
0.456544,0,1,0,0,0
0.453126,0,0,1,0,1
0.429738,1,0,0,1,0
0.460546,0,1,0,0,0
0.454149,0,1,0,0,0
0.434464,0,0,1,1,0
0.361934,1,0,0,0,0
0.36473,1,0,0,1,0
0.363246,1,0,0,1,0
0.24555,0,0,1,0,0
0.282394,0,0,1,0,0
0.329584,1,0,0,0,0
0.382691,1,0,0,0,0
0.383908,1,0,0,1,0
0.353438,0,1,0,0,0
0.345621,0,0,1,0,0
0.348499,0,1,0,0,0
0.357489,1,0,0,1,0
0.334412,0,1,0,0,1
0.338051,0,1,0,0,0
0.340789,0,1,0,0,1
0.361996,0,0,1,0,0
0.438557,0,0,1,0,1
0.383562,0,0,1,1,0
0.390124,0,0,1,1,0
0.369057,0,0,1,1,0
0.423666,0,1,0,0,0
0.361518,1,0,0,1,0
0.497713,0,0,1,0,0
0.527206,0,1,0,0,0
0.528588,0,1,0,0,0
0.535294,0,0,1,0,1
0.532712,0,0,1,0,1
0.531167,0,1,0,0,1
0.533585,0,0,1,0,1
0.530923,0,0,1,0,1
0.344497,0,1,0,0,1
0.342149,0,0,1,0,1
0.414039,1,0,0,0,0
0.484772,0,1,0,0,1
0.519048,0,0,1,1,0
0.538558,0,0,1,1,0
0.436442,1,0,0,1,0
0.425627,0,1,0,0,1
0.377927,1,0,0,0,0
0.30235,0,0,1,0,0
0.450228,0,1,0,0,1
0.447731,0,1,0,0,1
0.444574,1,0,0,0,0
0.430814,1,0,0,0,0
0.568765,0,0,1,1,0
0.456557,0,0,1,1,0
0.487744,0,0,1,0,0
0.493534,1,0,0,0,0
0.506562,1,0,0,0,0
0.314978,1,0,0,0,0
0.311845,1,0,0,0,0
0.344221,0,1,0,0,0
0.35602,0,0,1,0,0
0.353664,0,0,1,0,0
0.350533,0,1,0,0,0
0.581649,0,0,1,0,0
0.567405,0,0,1,0,0
0.559548,0,0,1,0,0
0.551635,0,0,1,1,0
0.383704,1,0,0,1,0
0.377804,0,0,1,1,0
0.491049,0,0,1,0,0
0.493494,0,0,1,0,0
0.446016,1,0,0,0,0
0.431192,1,0,0,1,0
0.563157,0,0,1,1,0
0.574059,0,0,1,1,0
0.58735,0,0,1,0,0
0.406155,1,0,0,1,0
0.395848,1,0,0,1,0
0.367513,1,0,0,1,0
0.353345,0,0,1,0,1
0.341393,0,0,1,0,0
0.417045,1,0,0,0,0
0.361873,1,0,0,1,0
0.339463,0,0,1,0,0
0.537658,0,1,0,0,1
0.551905,0,0,1,1,0
0.44916,0,0,1,0,0
0.45046,0,0,1,0,0
0.430695,0,0,1,1,0
0.418677,0,0,1,1,0
0.443373,0,0,1,1,0
0.458903,1,0,0,0,0
0.462582,0,0,1,0,0
0.574733,0,0,1,1,0
0.57804,0,0,1,1,0
0.527951,0,1,0,0,1
0.529446,0,1,0,0,1
0.538725,0,0,1,0,1
0.372698,0,0,1,1,0
0.367398,1,0,0,0,0
0.248295,0,0,1,0,0
0.564783,0,0,1,0,0
0.334504,0,0,1,0,1
0.33845,0,0,1,0,1
0.481484,0,0,1,0,0
0.477922,0,0,1,0,0
0.487348,0,0,1,0,0
0.366452,1,0,0,1,0
0.367743,1,0,0,1,0
0.331426,0,0,1,0,1
0.365316,0,0,1,1,0
0.332793,0,0,1,0,1
0.331732,0,0,1,0,1
0.437779,0,0,1,0,0
0.531822,0,1,0,0,1
0.534231,0,1,0,0,1
0.533303,0,1,0,0,1
0.523715,0,0,1,1,0
0.236492,0,0,1,0,1
0.517804,0,0,1,0,0
0.446442,0,0,1,1,0
0.477407,0,0,1,0,0
0.481094,0,0,1,0,0
0.483617,0,0,1,0,0
0.325967,1,0,0,0,0
0.351304,1,0,0,0,0
0.361855,1,0,0,0,0
0.352593,1,0,0,0,0
0.349792,0,0,1,0,0
0.369518,1,0,0,1,0
0.354577,0,0,1,0,0
0.597026,0,0,1,0,0
0.332369,0,0,1,0,1
0.334073,0,1,0,0,1
0.335726,0,1,0,0,1
0.345469,0,1,0,0,0
0.34552,0,1,0,0,0
0.33731,0,0,1,0,1
0.426563,0,0,1,1,0
0.434078,0,0,1,1,0
0.441735,0,0,1,1,0
0.447958,0,0,1,0,0
0.402754,0,0,1,1,0
0.381378,1,0,0,1,0
0.219627,0,0,1,0,0
0.257399,0,0,1,0,0
0.376184,0,0,1,1,0
0.431084,0,0,1,0,0
0.512436,1,0,0,0,0
0.392038,1,0,0,1,0
0.359749,0,0,1,1,0
0.500086,1,0,0,0,0
0.513257,1,0,0,0,0
0.509924,1,0,0,0,0
0.515872,1,0,0,0,0
0.345146,1,0,0,0,0
0.587291,0,0,1,1,0
0.599871,1,0,0,1,0
0.445516,0,1,0,0,1
