crtR(2011:2022),peak,pit,saddle,ridge,ravine,Longitude,Latitude
0.431498,1,0,0,0,0,140.913023,37.39143
0.438392,1,0,0,0,0,140.912458,37.39143
0.552099,0,0,1,1,0,140.896094,37.379699
0.542985,0,0,1,1,0,140.896658,37.379699
0.524839,0,0,1,0,1,140.899483,37.379251
0.52346,0,0,1,0,1,140.898918,37.37925
0.382676,1,0,0,1,0,140.905681,37.390974
0.36713,1,0,0,1,0,140.90568,37.391425
0.382191,1,0,0,1,0,140.905116,37.390974
0.570963,1,0,0,0,0,140.894965,37.378796
0.53189,0,0,1,0,0,140.897224,37.379249
0.506973,0,0,1,0,1,140.903995,37.383762
0.500191,0,0,1,0,0,140.902863,37.385563
0.410336,0,0,1,0,1,140.923193,37.389635
0.404176,0,0,1,0,1,140.923192,37.390085
0.444567,0,0,1,0,0,140.924886,37.390537
0.475311,0,0,1,1,0,140.925456,37.38558
0.477226,1,0,0,1,0,140.926586,37.38513
0.474187,1,0,0,1,0,140.926021,37.38513
0.388559,0,0,1,0,0,140.923756,37.390987
0.395262,0,0,1,0,1,140.923756,37.390536
0.38582,0,0,1,0,0,140.924321,37.390987
0.427635,0,0,1,1,0,140.926014,37.392341
0.4242,0,0,1,1,0,140.926014,37.392791
0.444542,0,1,0,0,0,140.925451,37.390537
0.450462,0,1,0,0,0,140.925451,37.390087
0.527399,1,0,0,0,0,140.902867,37.382409
0.526449,1,0,0,1,0,140.903432,37.382409
0.399109,0,0,1,0,1,140.908506,37.390075
0.390783,0,0,1,0,1,140.907941,37.390074
0.381957,0,0,1,0,1,140.90681,37.390975
0.535839,0,0,1,0,1,140.897223,37.3797
0.527632,0,0,1,0,1,140.898918,37.379701
0.527543,0,0,1,1,0,140.89666,37.378347
0.534379,0,0,1,0,0,140.89666,37.378798
0.538261,0,0,1,0,1,140.897223,37.38015
0.544902,0,0,1,1,0,140.896658,37.38015
0.545473,0,0,1,1,0,140.896657,37.380601
0.469493,1,0,0,1,0,140.926022,37.384679
0.47225,1,0,0,1,0,140.926586,37.384679
0.471143,1,0,0,1,0,140.924892,37.385129
0.498378,1,0,0,0,0,140.902297,37.386464
0.401778,1,0,0,1,0,140.908501,37.394131
0.372184,0,0,1,0,0,140.920364,37.393238
0.365866,0,1,0,0,0,140.918671,37.392336
0.373703,0,1,0,0,0,140.91867,37.392786
0.367754,0,0,1,0,1,140.914717,37.392333
0.39297,0,0,1,0,1,140.914716,37.392784
0.421967,1,0,0,0,0,140.913589,37.39098
0.393699,0,0,1,1,0,140.908503,37.392779
0.483725,0,0,1,1,0,140.903426,37.386916
0.434137,1,0,0,0,0,140.907379,37.388271
0.398401,0,0,1,0,1,140.916974,37.394588
0.392465,0,0,1,0,1,140.916975,37.393687
0.395138,0,0,1,0,1,140.916974,37.394137
0.373453,0,1,0,0,1,140.919234,37.394139
0.369145,0,1,0,0,1,140.919799,37.394139
0.382141,0,0,1,1,0,140.918103,37.39549
0.46769,1,0,0,1,0,140.925457,37.384678
0.472171,1,0,0,1,0,140.925456,37.385129
0.461793,1,0,0,1,0,140.925457,37.384228
0.461334,1,0,0,0,0,140.924892,37.384227
0.466861,1,0,0,1,0,140.924892,37.384678
0.405529,0,0,1,0,0,140.924328,37.384227
0.409612,0,0,1,0,1,140.916409,37.394588
0.381616,0,0,1,0,1,140.918105,37.393687
0.385826,0,0,1,0,1,140.91754,37.393687
0.378123,1,0,0,1,0,140.92319,37.391888
0.380496,1,0,0,1,0,140.922625,37.391888
0.451762,0,1,0,0,0,140.926016,37.390087
0.446003,0,1,0,0,0,140.926016,37.390538
0.454534,0,1,0,0,0,140.926581,37.390087
0.433711,0,0,1,0,0,140.92545,37.391439
0.397741,0,0,1,1,0,140.923192,37.390536
0.392567,0,1,0,0,1,140.914152,37.391882
0.421907,0,0,1,0,1,140.910197,37.39278
0.429743,0,0,1,0,1,140.910762,37.392781
0.417026,0,0,1,0,1,140.913587,37.392332
0.430393,0,1,0,0,1,140.913022,37.392332
0.441991,1,0,0,0,0,140.911894,37.390979
0.39557,0,0,1,0,1,140.914152,37.392333
0.423556,0,0,1,0,1,140.913587,37.392783
0.385489,0,0,1,0,1,140.917539,37.394138
0.376289,0,0,1,1,0,140.907374,37.391877
0.381764,0,0,1,0,1,140.918104,37.394138
0.37387,0,1,0,0,0,140.918105,37.392786
0.392457,0,0,1,1,0,140.908503,37.392328
0.391915,0,0,1,0,0,140.908504,37.391878
0.382738,0,0,1,0,1,140.918103,37.39504
0.42074,0,1,0,0,1,140.910198,37.391879
0.423218,1,0,0,1,0,140.924884,37.39234
0.402044,0,0,1,0,1,140.909068,37.392329
0.462942,1,0,0,0,0,140.904555,37.387818
0.403418,0,0,1,0,1,140.909068,37.392779
0.438157,0,1,0,0,1,140.911893,37.39188
0.420886,0,0,1,0,1,140.910198,37.39233
0.493425,1,0,0,0,0,140.902862,37.386465
0.49088,0,0,1,1,0,140.903428,37.386015
0.497057,0,0,1,0,0,140.902863,37.386014
0.501164,0,0,1,0,1,140.903429,37.384663
0.497078,0,0,1,0,1,140.903429,37.385113
0.506642,0,0,1,1,0,140.902865,37.384662
0.47097,0,0,1,0,0,140.905123,37.385565
0.466834,0,0,1,1,0,140.905687,37.386016
0.553141,0,0,1,1,0,140.896092,37.3806
0.340344,0,0,1,0,0,140.905679,37.392326
0.352032,0,0,1,0,0,140.90568,37.391875
0.441353,1,0,0,0,0,140.906249,37.38827
0.405538,0,0,1,0,0,140.909067,37.39323
0.395807,0,0,1,1,0,140.908502,37.39323
0.322136,0,1,0,0,0,140.905112,37.394128
0.33791,0,1,0,0,1,140.905677,37.394129
0.411644,0,0,1,0,1,140.916408,37.395038
0.422199,0,0,1,0,0,140.915843,37.395038
0.411474,0,0,1,1,0,140.916408,37.395489
0.377711,0,0,1,0,1,140.918669,37.394139
0.375155,0,0,1,0,0,140.919234,37.393688
0.37563,0,0,1,0,1,140.918668,37.39504
0.417271,0,0,1,1,0,140.925448,37.393242
0.382275,0,0,1,0,1,140.918104,37.394589
0.364866,0,1,0,0,1,140.920364,37.39414
0.374065,0,0,1,0,0,140.9198,37.393238
0.436917,0,1,0,0,1,140.912457,37.392331
0.428968,0,1,0,0,1,140.910763,37.391879
0.462589,1,0,0,0,0,140.90512,37.387368
0.457433,0,0,1,0,0,140.905685,37.387369
0.461525,0,0,1,0,0,140.905686,37.386918
0.483933,0,0,1,1,0,140.903992,37.386015
0.4253,1,0,0,0,0,140.906248,37.389172
0.500788,0,0,1,0,1,140.903995,37.384212
0.494727,0,0,1,0,1,140.903994,37.384663
0.468726,0,0,1,0,0,140.905687,37.385566
0.472279,0,0,1,0,1,140.905123,37.385115
0.38198,1,0,0,1,0,140.92206,37.391887
0.44063,0,1,0,0,0,140.926015,37.390989
0.367475,0,0,1,0,0,140.921494,37.393239
0.428989,0,0,1,1,0,140.92545,37.39189
0.482937,0,0,1,0,0,140.926584,37.386933
0.479804,0,0,1,0,0,140.926019,37.386932
0.429734,0,1,0,0,0,140.915279,37.394587
0.420228,0,0,1,0,0,140.915844,37.394587
0.405898,0,0,1,0,1,140.916409,37.394137
0.403367,0,1,0,0,1,140.915281,37.393235
0.416245,0,0,1,0,1,140.91528,37.393685
0.257023,0,0,1,0,0,140.904545,37.395931
0.228114,0,0,1,0,0,140.904544,37.396381
0.369533,0,0,1,1,0,140.906809,37.391876
0.374503,0,0,1,1,0,140.907374,37.392327
0.398622,0,0,1,1,0,140.908502,37.39368
0.388357,0,0,1,1,0,140.907937,37.39368
0.429453,1,0,0,0,0,140.906813,37.388721
0.437134,1,0,0,0,0,140.906814,37.388271
0.426319,1,0,0,0,0,140.907378,37.388722
0.404592,0,0,1,1,0,140.907942,37.389624
0.431703,0,1,0,0,0,140.915279,37.395038
0.430794,1,0,0,0,0,140.915278,37.395488
0.439619,0,0,1,0,0,140.914714,37.395037
0.390942,0,0,1,0,1,140.917538,37.395039
0.400808,0,0,1,0,1,140.916973,37.395039
0.391118,0,0,1,1,0,140.917538,37.39549
0.388644,0,0,1,0,1,140.917539,37.394588
0.436774,0,1,0,0,1,140.912458,37.391881
0.439074,0,0,1,0,1,140.911892,37.392782
0.375307,0,0,1,1,0,140.918101,37.396842
0.372135,0,0,1,1,0,140.918101,37.397293
0.432488,0,0,1,0,1,140.91415,37.393685
0.424399,0,0,1,0,1,140.914715,37.393685
0.411516,0,0,1,0,1,140.914716,37.393234
0.47933,0,0,1,1,0,140.92602,37.386031
0.477416,0,0,1,1,0,140.926021,37.38558
0.477245,0,0,1,1,0,140.925455,37.386031
0.482583,0,0,1,0,0,140.926585,37.386031
0.408481,0,0,1,0,1,140.914151,37.392783
0.437834,0,0,1,0,0,140.914714,37.394586
0.438384,0,0,1,0,0,140.914713,37.395488
0.435735,0,0,1,0,1,140.911327,37.392781
0.373285,0,0,1,0,0,140.919801,37.392337
0.36961,0,0,1,0,0,140.919236,37.392336
0.363101,0,1,0,0,0,140.918106,37.392335
0.342102,0,0,1,0,0,140.917542,37.391884
0.437997,0,0,1,0,1,140.911892,37.392331
0.43515,0,1,0,0,1,140.911328,37.39188
0.433145,0,0,1,0,0,140.924885,37.391439
0.387433,0,0,1,1,0,140.922061,37.391437
0.408264,0,0,1,0,1,140.923757,37.389635
0.401899,0,0,1,0,1,140.923757,37.390086
0.392496,0,0,1,0,1,140.924321,37.390537
0.399169,0,0,1,0,1,140.924322,37.390086
0.412947,0,0,1,0,1,140.909632,37.39278
0.423658,0,0,1,0,1,140.910197,37.393231
0.431466,0,0,1,1,0,140.926015,37.39189
0.439312,0,0,1,0,0,140.92658,37.39144
0.43578,0,0,1,0,0,140.926015,37.391439
0.487754,0,0,1,0,1,140.904559,37.384663
0.495648,0,0,1,0,1,140.90456,37.384213
0.491221,0,0,1,0,1,140.905124,37.384213
0.482222,0,0,1,0,1,140.905124,37.384664
0.487985,0,0,1,0,1,140.905689,37.384214
0.486191,0,0,1,0,0,140.903993,37.385564
0.493767,0,0,1,1,0,140.903428,37.385564
0.489553,0,0,1,0,1,140.903994,37.385114
0.480527,0,0,1,0,1,140.904558,37.385114
0.379586,0,1,0,0,0,140.918105,37.393237
0.4253,1,0,0,0,0,140.907943,37.388722
0.354427,1,0,0,1,0,140.906244,37.392327
0.385717,0,0,1,1,0,140.907937,37.393229
0.374134,0,0,1,1,0,140.918667,37.395491
0.366887,0,0,1,0,1,140.919232,37.395491
0.360318,0,1,0,0,1,140.919797,37.395491
0.428218,0,0,1,1,0,140.910196,37.394132
0.374184,0,0,1,0,0,140.919235,37.392787
0.438728,0,0,1,0,1,140.913021,37.393233
0.433815,0,0,1,0,1,140.913022,37.392782
0.441753,0,1,0,0,1,140.912456,37.393233
0.425899,0,0,1,0,0,140.910196,37.393682
0.444164,0,0,1,0,0,140.914149,37.394586
0.448369,0,0,1,0,0,140.913584,37.394586
0.436825,0,0,1,1,0,140.91076,37.395034
0.44234,0,0,1,1,0,140.911324,37.395035
0.378195,0,0,1,1,0,140.918102,37.396392
0.380561,0,0,1,0,0,140.918102,37.395941
0.372359,0,0,1,1,0,140.918667,37.395941
0.399155,0,0,1,0,0,140.916972,37.39594
0.370403,0,0,1,0,0,140.918666,37.396392
0.421617,0,0,1,0,0,140.915843,37.395489
0.401034,0,0,1,1,0,140.916973,37.395489
0.409021,0,0,1,0,0,140.916407,37.39594
0.415189,1,0,0,1,0,140.909065,37.395033
0.393718,1,0,0,0,0,140.906246,37.390524
0.477999,0,0,1,1,0,140.903991,37.386916
0.382579,0,0,1,1,0,140.917536,37.396842
0.36078,0,1,0,0,1,140.920928,37.39414
0.356915,0,1,0,0,0,140.921493,37.39414
0.365436,0,0,1,0,0,140.920929,37.393689
0.418286,1,0,0,1,0,140.926013,37.393693
0.421099,0,0,1,1,0,140.926013,37.393242
0.366009,0,1,0,0,1,140.919798,37.39459
0.373159,1,0,0,1,0,140.92432,37.391889
0.362119,0,0,1,0,0,140.921494,37.39369
0.435341,0,0,1,1,0,140.926579,37.39189
0.539348,0,0,1,0,1,140.897222,37.380601
0.530902,0,0,1,0,1,140.897788,37.3797
0.517844,0,0,1,1,0,140.90117,37.384661
0.520251,0,0,1,1,0,140.900605,37.38466
0.524485,0,0,1,0,0,140.900042,37.383758
0.521715,0,0,1,1,0,140.900606,37.38421
0.534943,0,0,1,0,1,140.897787,37.380602
0.481289,1,0,0,1,0,140.927151,37.38513
0.439444,0,0,1,0,0,140.911326,37.393683
0.412905,0,0,1,1,0,140.915842,37.39639
0.404373,0,0,1,1,0,140.916407,37.39639
0.432903,0,0,1,0,0,140.914715,37.394136
0.439015,0,0,1,1,0,140.914148,37.395938
0.428814,0,0,1,1,0,140.926578,37.392792
0.518304,0,0,1,1,0,140.902866,37.38331
0.515867,0,0,1,1,0,140.903431,37.38331
0.443878,0,0,1,0,0,140.914148,37.395487
0.445517,0,0,1,0,0,140.914149,37.395037
0.447094,0,0,1,0,0,140.913583,37.395487
0.437371,0,0,1,0,1,140.911327,37.393232
0.431331,0,0,1,0,1,140.910762,37.393231
0.420816,0,0,1,1,0,140.925449,37.392791
0.423601,1,0,0,1,0,140.926578,37.393693
0.488981,1,0,0,0,0,140.902862,37.386916
0.457603,1,0,0,0,0,140.90512,37.387819
0.468042,1,0,0,0,0,140.904556,37.387368
0.447076,0,0,1,1,0,140.91189,37.394584
0.446722,0,0,1,1,0,140.911889,37.395035
0.439336,0,0,1,0,1,140.913586,37.393684
0.444997,0,0,1,0,0,140.913585,37.394135
0.43985,0,0,1,0,0,140.91415,37.394135
0.443525,0,0,1,0,0,140.911891,37.393683
0.44108,0,0,1,0,1,140.911891,37.393232
0.438753,0,1,0,0,1,140.912457,37.392782
0.426085,0,0,1,1,0,140.926578,37.393242
0.408274,0,0,1,1,0,140.909067,37.393681
0.417419,0,0,1,0,0,140.909631,37.393681
0.433372,0,0,1,0,1,140.910761,37.393682
0.354316,0,1,0,0,1,140.920362,37.395492
0.357359,0,1,0,0,1,140.920363,37.395041
0.36531,0,0,1,1,0,140.906809,37.392327
0.491255,0,0,1,0,0,140.927713,37.387384
0.492915,0,0,1,0,0,140.927714,37.386933
0.350434,1,0,0,1,0,140.906243,37.392777
0.466453,1,0,0,0,0,140.903425,37.388268
0.334012,0,0,1,0,0,140.905678,37.393228
0.374048,0,0,1,1,0,140.907373,37.392778
0.320946,0,0,1,0,0,140.905111,37.394579
0.304754,0,0,1,0,0,140.904546,37.394579
0.291832,0,0,1,0,0,140.903982,37.394578
0.307891,0,1,0,0,0,140.904547,37.394128
0.373471,1,0,0,0,0,140.912451,37.39774
0.39724,1,0,0,1,0,140.912452,37.397289
0.349804,1,0,0,1,0,140.906243,37.393228
0.351283,1,0,0,1,0,140.906242,37.393679
0.369951,1,0,0,0,0,140.906805,37.395031
0.338108,0,0,1,0,0,140.905676,37.39458
0.427637,0,1,0,0,1,140.927142,37.394144
0.379342,0,0,1,1,0,140.92432,37.391438
0.424704,0,0,1,1,0,140.925449,37.39234
0.520364,0,0,1,0,0,140.90004,37.38511
0.527588,0,1,0,0,1,140.899478,37.382856
0.52667,0,1,0,0,1,140.899478,37.383307
0.525552,0,1,0,0,0,140.900042,37.383308
0.394288,1,0,0,1,0,140.907936,37.394581
0.391467,1,0,0,1,0,140.907936,37.394131
0.413867,1,0,0,1,0,140.909065,37.394582
0.411263,1,0,0,1,0,140.909066,37.394132
0.389541,0,0,1,0,0,140.917537,37.395941
0.409898,0,0,1,1,0,140.906812,37.389623
0.399056,0,0,1,0,1,140.906811,37.390074
0.28065,0,0,1,0,0,140.903981,37.395029
0.374291,1,0,0,1,0,140.922625,37.392338
0.37176,1,0,0,1,0,140.92319,37.392339
0.365516,1,0,0,1,0,140.923189,37.392789
0.376377,1,0,0,1,0,140.92206,37.392338
0.427977,0,0,1,1,0,140.924885,37.391889
0.356308,0,1,0,0,1,140.920928,37.394591
0.371332,0,1,0,0,1,140.919233,37.39459
0.37675,0,0,1,0,1,140.918668,37.394589
0.366652,0,0,1,0,0,140.918665,37.397293
0.468178,1,0,0,0,0,140.90399,37.387818
0.439189,1,0,0,0,0,140.905683,37.388721
0.446328,1,0,0,0,0,140.905684,37.38827
0.433971,1,0,0,0,0,140.906248,37.388721
0.448453,0,1,0,0,0,140.927145,37.390989
0.361827,1,0,0,0,0,140.914145,37.398192
0.418542,0,0,1,0,0,140.915842,37.395939
0.427093,0,0,1,0,1,140.915278,37.395939
0.422311,0,0,1,1,0,140.90963,37.394583
0.423218,0,0,1,1,0,140.90963,37.395033
0.363314,0,0,1,1,0,140.906808,37.393228
0.363214,0,0,1,1,0,140.906808,37.392778
0.384012,0,0,1,1,0,140.907938,37.392779
0.352322,0,1,0,0,1,140.920927,37.395041
0.369106,0,1,0,0,1,140.919233,37.39504
0.362996,0,1,0,0,1,140.919798,37.395041
0.347906,0,1,0,0,1,140.921492,37.395042
0.350736,0,1,0,0,0,140.920361,37.396393
0.352031,0,0,1,0,1,140.920362,37.395942
0.371781,1,0,0,1,0,140.906245,37.391425
0.37532,0,0,1,0,1,140.90681,37.391426
0.57196,0,0,1,1,0,140.894963,37.380599
0.381942,0,0,1,1,0,140.923756,37.391438
0.370602,1,0,0,1,0,140.92206,37.392789
0.368097,1,0,0,1,0,140.922624,37.392789
0.375503,1,0,0,1,0,140.923755,37.391888
0.41883,1,0,0,1,0,140.924884,37.392791
0.52585,0,0,1,0,0,140.899477,37.383758
0.529539,0,1,0,0,1,140.898914,37.382405
0.531047,0,1,0,0,1,140.898349,37.382405
0.530401,0,1,0,0,1,140.898915,37.381955
0.531422,0,0,1,1,0,140.900045,37.381505
0.5309,0,1,0,0,1,140.89948,37.381504
0.53272,0,0,1,1,0,140.900045,37.381054
0.130863,0,1,0,0,1,140.902849,37.396831
0.167157,0,1,0,0,1,140.902849,37.39638
0.095371,0,0,1,0,0,140.903414,37.396831
0.532444,0,1,0,0,1,140.89835,37.381503
0.534957,0,1,0,0,1,140.897786,37.381503
0.259568,0,0,1,0,0,140.90398,37.39548
0.28061,0,0,1,0,0,140.904545,37.39548
0.275709,0,0,1,0,1,140.902851,37.395028
0.447989,0,0,1,0,0,140.912455,37.394134
0.443718,0,0,1,0,1,140.913021,37.393684
0.445102,0,0,1,0,1,140.912456,37.393683
0.431842,0,0,1,0,1,140.913586,37.393234
0.353729,0,0,1,0,0,140.90624,37.395031
0.41091,0,0,1,1,0,140.915277,37.39684
0.420489,0,0,1,1,0,140.915277,37.39639
0.404739,0,0,1,1,0,140.915841,37.396841
0.397652,0,0,1,1,0,140.916406,37.396841
0.401417,0,0,1,1,0,140.914711,37.397291
0.41566,0,0,1,1,0,140.914712,37.39684
0.431877,0,0,1,1,0,140.926579,37.392341
0.437245,0,0,1,1,0,140.927144,37.392341
0.456414,0,1,0,0,1,140.925452,37.389636
0.468406,0,1,0,0,1,140.926018,37.388735
0.48009,0,0,1,1,0,140.92602,37.386482
0.47809,0,0,1,1,0,140.925455,37.386481
0.499042,0,1,0,0,0,140.92828,37.386032
0.49997,0,0,1,0,0,140.928279,37.386483
0.409853,1,0,0,0,0,140.905682,37.390073
0.42107,1,0,0,1,0,140.905682,37.389622
0.415463,1,0,0,1,0,140.906247,37.389622
0.483312,0,0,1,0,1,140.926585,37.386482
0.484913,0,0,1,1,0,140.92715,37.385581
0.487017,0,0,1,0,0,140.92715,37.386032
0.493379,0,0,1,0,0,140.927714,37.386483
0.492541,0,0,1,0,0,140.927715,37.386032
0.443855,0,1,0,0,0,140.92658,37.390989
0.335363,0,0,1,0,0,140.905676,37.39503
0.315603,0,0,1,0,0,140.905111,37.39503
0.409823,1,0,0,0,0,140.909064,37.395934
0.328765,0,0,1,0,0,140.905675,37.395481
0.421813,0,0,1,1,0,140.909629,37.395484
0.43042,0,0,1,1,0,140.910195,37.395034
0.428556,0,0,1,1,0,140.910194,37.395484
0.436839,0,0,1,1,0,140.91076,37.394584
0.389156,0,0,1,1,0,140.916406,37.397292
0.381983,1,0,0,1,0,140.91584,37.397742
0.411069,1,0,0,0,0,140.924883,37.393692
0.367276,1,0,0,1,0,140.924319,37.39234
0.369267,1,0,0,1,0,140.923755,37.392339
0.361715,1,0,0,1,0,140.924319,37.39279
0.181898,0,0,1,0,0,140.903979,37.396381
0.305116,0,0,1,0,0,140.90511,37.395481
0.539385,0,0,1,0,1,140.897221,37.381052
0.544993,0,0,1,1,0,140.896657,37.381051
0.296279,0,0,1,0,0,140.904546,37.395029
0.420088,0,0,1,1,0,140.909631,37.394132
0.414914,0,0,1,0,1,140.909632,37.393231
0.42997,0,0,1,1,0,140.910195,37.394583
0.404572,1,0,0,1,0,140.908501,37.394582
0.377324,0,0,1,1,0,140.907372,37.39368
0.365079,0,0,1,1,0,140.906807,37.393679
0.375086,0,0,1,1,0,140.907372,37.393229
0.445756,0,0,1,0,0,140.91189,37.394134
0.449713,0,0,1,1,0,140.912455,37.394585
0.383539,1,0,0,1,0,140.914146,37.397741
0.441428,0,0,1,1,0,140.911325,37.394133
0.435429,0,0,1,1,0,140.910761,37.394133
0.442646,0,0,1,1,0,140.911325,37.394584
0.368592,1,0,0,0,0,140.91584,37.398193
0.395441,0,0,1,1,0,140.916972,37.396391
0.386596,0,0,1,1,0,140.917537,37.396391
0.461895,1,0,0,0,0,140.90399,37.388269
0.414408,1,0,0,0,0,140.905117,37.390072
0.289136,0,0,1,0,0,140.90511,37.395931
0.31781,0,0,1,0,0,140.905674,37.395932
0.341993,0,0,1,0,0,140.906239,37.395932
0.559928,0,0,1,1,0,140.895527,37.38105
0.562088,0,0,1,1,0,140.895528,37.3806
0.566228,0,0,1,1,0,140.894966,37.378346
0.539512,0,0,1,0,0,140.896659,37.379249
0.56282,0,0,1,1,0,140.895529,37.379698
0.553308,0,0,1,1,0,140.896093,37.380149
0.382673,1,0,0,0,0,140.906246,37.390975
0.404747,1,0,0,0,0,140.906247,37.390073
0.352113,0,1,0,0,1,140.921493,37.394591
0.40772,0,1,0,0,0,140.924883,37.394143
0.404762,0,1,0,0,0,140.924882,37.394593
0.358902,0,0,1,0,0,140.922059,37.39369
0.44044,0,0,1,1,0,140.927144,37.391891
0.458723,0,1,0,0,0,140.927146,37.390088
0.52983,0,1,0,0,1,140.899479,37.381955
0.531881,0,0,1,0,1,140.899481,37.380603
0.533384,0,0,1,1,0,140.900046,37.380604
0.473061,1,0,0,0,0,140.903425,37.387817
0.470424,0,0,1,1,0,140.90286,37.388268
0.444153,0,0,1,0,0,140.927145,37.39144
0.479548,0,1,0,0,1,140.927148,37.388285
0.47548,0,1,0,0,1,140.926583,37.388285
0.448967,0,1,0,0,0,140.926581,37.390538
0.447778,0,1,0,0,0,140.91302,37.394135
0.450219,0,0,1,0,0,140.91302,37.394585
0.449542,0,0,1,1,0,140.912454,37.395035
0.446481,0,0,1,1,0,140.927709,37.391891
0.450016,0,0,1,0,0,140.92771,37.39144
0.431992,0,0,1,1,0,140.927143,37.393243
0.440867,0,0,1,0,1,140.927708,37.392792
0.458868,0,1,0,0,0,140.92771,37.390539
0.453346,0,1,0,0,0,140.927146,37.390539
0.499478,0,1,0,0,0,140.928279,37.386934
0.349052,0,1,0,0,1,140.920927,37.395492
0.364892,0,0,1,0,0,140.919232,37.395942
0.453685,0,0,1,0,0,140.902859,37.389169
0.454597,1,0,0,0,0,140.903989,37.388719
0.414785,1,0,0,1,0,140.924883,37.393241
0.342974,0,0,1,0,0,140.924317,37.394593
0.450145,1,0,0,0,0,140.903424,37.389169
0.449774,1,0,0,0,0,140.904554,37.38872
0.556987,0,0,1,1,0,140.895526,37.381501
0.549905,0,0,1,1,0,140.896091,37.381501
0.226128,0,0,1,1,0,140.90398,37.39593
0.48778,0,0,1,0,1,140.927149,37.386482
0.346711,0,0,1,0,1,140.920927,37.395943
0.350495,0,1,0,0,0,140.920361,37.396844
0.518379,0,0,1,1,0,140.900605,37.385111
0.268719,0,0,1,0,0,140.905109,37.396382
0.200403,0,0,1,0,0,140.904544,37.396832
0.549768,0,0,1,1,0,140.895525,37.382402
0.146593,0,0,1,0,0,140.903979,37.396832
0.456544,0,1,0,0,0,140.928274,37.391441
0.453126,0,0,1,0,1,140.928274,37.391891
0.429738,1,0,0,1,0,140.927142,37.393693
0.460546,0,1,0,0,0,140.928275,37.39099
0.454149,0,1,0,0,0,140.92771,37.39099
0.434464,0,0,1,1,0,140.927143,37.392792
0.361934,1,0,0,0,0,140.922624,37.39324
0.36473,1,0,0,1,0,140.922059,37.393239
0.363246,1,0,0,1,0,140.923754,37.39279
0.24555,0,0,1,0,0,140.905108,37.396833
0.282394,0,0,1,0,0,140.905673,37.396833
0.329584,1,0,0,0,0,140.906239,37.396383
0.382691,1,0,0,0,0,140.90737,37.395482
0.383908,1,0,0,1,0,140.90737,37.395032
0.353438,0,1,0,0,0,140.922058,37.394141
0.345621,0,0,1,0,0,140.922623,37.394592
0.348499,0,1,0,0,0,140.922058,37.394592
0.357489,1,0,0,1,0,140.923754,37.393241
0.334412,0,1,0,0,1,140.924316,37.395945
0.338051,0,1,0,0,0,140.922622,37.395493
0.340789,0,1,0,0,1,140.922057,37.395493
0.361996,0,0,1,0,0,140.919231,37.396843
0.438557,0,0,1,0,1,140.927708,37.393243
0.383562,0,0,1,1,0,140.916971,37.397292
0.390124,0,0,1,1,0,140.916971,37.396842
0.369057,0,0,1,1,0,140.9181,37.397744
0.423666,0,1,0,0,0,140.927141,37.395045
0.361518,1,0,0,1,0,140.905115,37.391424
0.497713,0,0,1,0,0,140.928278,37.387384
0.527206,0,1,0,0,0,140.898912,37.383757
0.528588,0,1,0,0,0,140.898347,37.383757
0.535294,0,0,1,0,1,140.897786,37.381052
0.532712,0,0,1,0,1,140.898351,37.381053
0.531167,0,1,0,0,1,140.898915,37.381504
0.533585,0,0,1,0,1,140.897787,37.380151
0.530923,0,0,1,0,1,140.898352,37.380151
0.344497,0,1,0,0,1,140.921492,37.395493
0.342149,0,0,1,0,1,140.921491,37.395943
0.414039,1,0,0,0,0,140.925448,37.393692
0.484772,0,1,0,0,1,140.927713,37.388285
0.519048,0,0,1,1,0,140.896661,37.377896
0.538558,0,0,1,1,0,140.896096,37.378347
0.436442,1,0,0,1,0,140.927707,37.393694
0.425627,0,1,0,0,1,140.927142,37.394595
0.377927,1,0,0,0,0,140.907369,37.395933
0.30235,0,0,1,0,0,140.905674,37.396382
0.450228,0,1,0,0,1,140.928274,37.392342
0.447731,0,1,0,0,1,140.928273,37.392793
0.444574,1,0,0,0,0,140.905119,37.38872
0.430814,1,0,0,0,0,140.905683,37.389171
0.568765,0,0,1,1,0,140.894962,37.38105
0.456557,0,0,1,1,0,140.902294,37.389169
0.487744,0,0,1,0,0,140.902296,37.387366
0.493534,1,0,0,0,0,140.902297,37.386915
0.506562,1,0,0,0,0,140.901733,37.386013
0.314978,1,0,0,0,0,140.909626,37.398188
0.311845,1,0,0,0,0,140.906238,37.396833
0.344221,0,1,0,0,0,140.922057,37.395042
0.35602,0,0,1,0,0,140.922623,37.393691
0.353664,0,0,1,0,0,140.923188,37.393691
0.350533,0,1,0,0,0,140.922623,37.394141
0.581649,0,0,1,0,0,140.894401,37.378345
0.567405,0,0,1,0,0,140.894396,37.381951
0.559548,0,0,1,0,0,140.894967,37.377895
0.551635,0,0,1,1,0,140.895531,37.378346
0.383704,1,0,0,1,0,140.915276,37.397742
0.377804,0,0,1,1,0,140.917536,37.397293
0.491049,0,0,1,0,0,140.901731,37.387365
0.493494,0,0,1,0,0,140.901167,37.387365
0.446016,1,0,0,0,0,140.903988,37.38917
0.431192,1,0,0,1,0,140.904553,37.389621
0.563157,0,0,1,1,0,140.895528,37.380149
0.574059,0,0,1,1,0,140.894964,37.380148
0.58735,0,0,1,0,0,140.8944,37.379247
0.406155,1,0,0,1,0,140.9085,37.395032
