crtR(2011:2022),peak,pit,saddle,ridge,ravine,Longitude,Latitude
0.190874,0,1,0,0,1,140.909622,37.401794
0.184807,0,1,0,0,1,140.907927,37.401792
0.206992,0,1,0,0,0,140.911316,37.401795
0.189025,0,1,0,0,1,140.909057,37.401793
0.242352,0,0,1,0,1,140.910186,37.402696
0.214165,0,1,0,0,1,140.910186,37.402245
0.359209,1,0,0,1,0,140.924311,37.400452
0.406431,0,0,1,0,0,140.924876,37.400452
0.450195,0,0,1,0,0,140.929964,37.396399
0.410533,0,0,1,0,1,140.900032,37.39142
0.408932,0,0,1,0,0,140.900596,37.391421
0.2275,0,0,1,0,0,140.911883,37.400443
0.215235,0,0,1,0,0,140.911318,37.400443
0.288306,1,0,0,0,0,140.912449,37.399542
0.339647,1,0,0,0,0,140.911886,37.39819
0.368509,1,0,0,0,0,140.911886,37.397739
0.277035,1,0,0,0,0,140.911884,37.399542
0.267069,1,0,0,0,0,140.911319,37.399542
0.308536,1,0,0,0,0,140.911885,37.399091
0.424671,1,0,0,0,0,140.919226,37.401801
0.441205,0,1,0,0,0,140.918659,37.403152
0.433297,0,1,0,0,0,140.91866,37.402702
0.275872,0,0,1,0,1,140.909055,37.403145
0.147655,0,1,0,0,0,140.907928,37.400891
0.244048,0,0,1,0,1,140.908491,37.402694
0.214013,0,0,1,0,1,140.907926,37.402243
0.21583,0,0,1,0,1,140.907361,37.402243
0.246404,0,0,1,0,0,140.907926,37.402694
0.15236,0,1,0,0,0,140.907362,37.401341
0.408195,1,0,0,0,0,140.92205,37.402253
0.404283,1,0,0,0,0,140.92205,37.401803
0.40462,1,0,0,1,0,140.919792,37.399998
0.403115,1,0,0,0,0,140.919227,37.399998
0.432774,0,0,1,0,1,140.915833,37.404052
0.446787,0,0,1,0,1,140.915833,37.404502
0.437438,0,1,0,0,0,140.915268,37.404502
0.431025,0,0,1,0,0,140.919225,37.402251
0.432859,1,0,0,0,0,140.91979,37.402252
0.439051,0,0,1,0,0,140.91979,37.402702
0.424239,0,0,1,0,0,140.927705,37.396398
0.430945,1,0,0,0,0,140.92827,37.396398
0.511974,1,0,0,1,0,140.93053,37.395498
0.444099,0,0,1,0,0,140.929399,37.396399
0.201736,0,0,1,1,0,140.911318,37.400894
0.214415,0,0,1,1,0,140.911882,37.400894
0.262246,0,0,1,0,0,140.912448,37.399993
0.289005,0,0,1,0,1,140.91188,37.403147
0.329084,0,0,1,0,1,140.909055,37.403596
0.362337,0,0,1,0,1,140.900028,37.394124
0.370067,0,0,1,0,1,140.900029,37.393674
0.425607,0,0,1,0,0,140.918095,37.402701
0.393364,1,0,0,0,0,140.922615,37.401803
0.390084,1,0,0,0,0,140.922616,37.401352
0.191965,0,0,1,1,0,140.910753,37.400893
0.18971,0,0,1,1,0,140.910752,37.401344
0.285311,1,0,0,0,0,140.91019,37.39909
0.178939,0,1,0,0,0,140.909622,37.401343
0.183449,0,0,1,1,0,140.910187,37.401343
0.178415,0,1,0,0,0,140.909623,37.400892
0.198884,0,0,1,1,0,140.911317,37.401344
0.461195,0,0,1,0,0,140.918094,37.403603
0.45313,0,0,1,0,0,140.917529,37.403602
0.519771,0,0,1,0,0,140.89778,37.385559
0.518624,0,0,1,0,0,140.897215,37.385559
0.516554,0,1,0,0,0,140.89665,37.385558
0.434477,0,0,1,0,0,140.918094,37.403152
0.425067,0,0,1,0,0,140.917529,37.403152
0.275031,0,0,1,0,1,140.90962,37.403146
0.330363,0,0,1,0,1,140.90849,37.403596
0.242425,0,0,1,0,1,140.909056,37.402695
0.2125,0,0,1,0,1,140.909056,37.402244
0.212609,0,1,0,0,1,140.909621,37.402244
0.455983,0,0,1,0,1,140.916398,37.404503
0.420369,1,0,0,1,0,140.920356,37.401351
0.425771,1,0,0,0,0,140.920355,37.401801
0.421267,1,0,0,0,0,140.92092,37.401802
0.398216,0,0,1,1,0,140.926008,37.3982
0.393464,0,0,1,0,1,140.925443,37.39865
0.418592,0,0,1,0,0,140.909053,37.404948
0.49919,1,0,0,1,0,140.91131,37.407203
0.499599,1,0,0,1,0,140.910745,37.407203
0.245267,0,0,1,0,1,140.91075,37.402696
0.193747,0,1,0,0,0,140.910187,37.401794
0.218055,0,1,0,0,1,140.910751,37.402245
0.355407,0,1,0,0,1,140.90229,37.392323
0.342815,0,1,0,0,1,140.902289,37.392774
0.371249,0,0,1,0,1,140.90229,37.391873
0.316906,0,0,1,0,1,140.902853,37.393225
0.491642,0,0,1,0,1,140.898342,37.387362
0.52015,0,0,1,0,0,140.898345,37.38556
0.515488,0,0,1,0,0,140.898344,37.38601
0.41559,1,0,0,1,0,140.919791,37.4009
0.41575,1,0,0,0,0,140.922049,37.403155
0.234882,0,1,0,0,1,140.900586,37.399082
0.238224,0,1,0,0,1,140.900021,37.399533
0.459653,0,0,1,0,0,140.914702,37.405403
0.4557,0,0,1,0,0,140.914137,37.405403
0.490705,0,0,1,0,0,140.911308,37.409006
0.450054,1,0,0,0,0,140.912442,37.405401
0.428105,1,0,0,0,0,140.912443,37.404951
0.430772,0,0,1,0,0,140.913008,37.404951
0.451049,0,0,1,0,0,140.913007,37.405402
0.539289,0,1,0,0,1,140.894394,37.383753
0.418321,1,0,0,0,0,140.921485,37.402253
0.396697,1,0,0,1,0,140.922615,37.402254
0.46791,1,0,0,0,0,140.912442,37.405852
0.467468,0,0,1,0,0,140.913007,37.405852
0.479527,0,0,1,0,0,140.913006,37.406303
0.484667,0,0,1,0,1,140.913571,37.406754
0.35451,0,0,1,0,1,140.900027,37.394575
0.269754,0,0,1,1,0,140.901155,37.396379
0.251482,0,0,1,0,1,140.901154,37.396829
0.363692,1,0,0,1,0,140.899462,37.394574
0.321535,0,0,1,0,1,140.900591,37.395477
0.326379,0,0,1,0,0,140.900026,37.395927
0.46882,1,0,0,0,0,140.911312,37.405851
0.468504,1,0,0,0,0,140.911877,37.405852
0.481189,0,0,1,1,0,140.912441,37.406303
0.428501,0,0,1,1,0,140.898904,37.390067
0.520988,0,1,0,0,1,140.894957,37.384655
0.489804,0,0,1,1,0,140.912441,37.406753
0.482781,0,0,1,1,0,140.911876,37.406302
0.482982,0,0,1,0,1,140.914135,37.406755
0.362028,0,0,1,0,1,140.910184,37.404048
0.361402,0,1,0,0,0,140.909619,37.404047
0.328762,0,0,1,0,1,140.910184,37.403597
0.392561,0,1,0,0,0,140.909618,37.404498
0.483763,0,0,1,1,0,140.911311,37.406302
0.406846,0,0,1,0,1,140.925442,37.399551
0.407765,0,0,1,0,1,140.926007,37.399552
0.408559,0,0,1,0,1,140.925443,37.399101
0.42555,0,0,1,0,1,140.899468,37.390518
0.419633,0,0,1,1,0,140.898903,37.390518
0.388841,0,1,0,0,1,140.900595,37.392322
0.377804,0,0,1,0,1,140.900029,37.393223
0.36126,0,1,0,0,0,140.909054,37.404047
0.328436,0,0,1,0,1,140.909619,37.403596
0.492247,1,0,0,1,0,140.911876,37.406753
0.428758,0,0,1,0,1,140.900033,37.390519
0.375516,1,0,0,1,0,140.898898,37.394123
0.131239,0,0,1,0,1,140.902283,37.397732
0.40502,0,0,1,1,0,140.926574,37.397749
0.407335,0,0,1,0,0,140.926574,37.397299
0.413089,0,0,1,0,0,140.927139,37.397299
0.536127,0,1,0,0,1,140.895523,37.383754
0.530326,0,1,0,0,1,140.895523,37.384205
0.537612,0,1,0,0,1,140.894959,37.383754
0.2946,0,0,1,0,1,140.90059,37.396378
0.432294,0,0,1,0,0,140.928834,37.3973
0.421865,0,0,1,0,0,140.927704,37.396849
0.419297,0,0,1,0,0,140.927704,37.397299
0.428441,1,0,0,0,0,140.928269,37.396849
0.228366,0,0,1,0,0,140.910754,37.399992
0.29354,1,0,0,0,0,140.910755,37.39864
0.292448,1,0,0,0,0,140.910755,37.39909
0.300436,1,0,0,0,0,140.91132,37.39864
0.393672,0,1,0,0,0,140.910183,37.404498
0.39679,0,1,0,0,0,140.911313,37.404499
0.513522,0,0,1,1,0,140.931095,37.395949
0.50979,0,0,1,1,0,140.93053,37.395949
0.403727,0,1,0,0,1,140.925441,37.400453
0.405454,0,1,0,0,1,140.926007,37.400002
0.452771,0,0,1,1,0,140.929965,37.395949
0.507547,0,0,1,0,0,140.930529,37.3964
0.493973,1,0,0,1,0,140.91244,37.407204
0.469606,0,0,1,0,0,140.919224,37.403603
0.466794,0,1,0,0,0,140.918659,37.403603
0.445508,1,0,0,0,0,140.896647,37.388262
0.295738,0,1,0,0,1,140.904536,37.402691
0.310549,0,1,0,0,0,140.903971,37.402691
0.100684,0,1,0,0,1,140.905104,37.400438
0.541485,0,1,0,0,1,140.893829,37.383753
0.555521,0,1,0,0,0,140.893265,37.383302
0.633303,0,0,1,1,0,140.891575,37.380145
0.406026,0,0,1,0,0,140.924876,37.400903
0.405189,0,1,0,0,1,140.925442,37.400002
0.406405,0,1,0,0,1,140.927135,37.401355
0.416268,1,0,0,1,0,140.920921,37.401351
0.404738,1,0,0,1,0,140.921486,37.400901
0.400363,1,0,0,0,0,140.922051,37.401352
0.391489,0,0,1,0,0,140.909053,37.404497
0.399994,1,0,0,1,0,140.922614,37.402704
0.37116,1,0,0,1,0,140.923745,37.401804
0.361568,1,0,0,1,0,140.92431,37.401804
0.407776,0,1,0,0,1,140.926571,37.400003
0.403427,0,1,0,0,1,140.926006,37.400453
0.43595,1,0,0,1,0,140.929398,37.397751
0.462733,0,1,0,0,1,140.917528,37.404053
0.437852,0,0,1,0,0,140.919225,37.402702
0.444923,0,0,1,0,0,140.919224,37.403153
0.347726,0,1,0,0,1,140.901724,37.393224
0.360181,0,1,0,0,1,140.901159,37.393224
0.350392,0,1,0,0,1,140.901158,37.393675
0.611895,0,0,1,1,0,140.892704,37.380597
0.60465,0,0,1,1,0,140.892703,37.381048
0.602776,0,0,1,1,0,140.893269,37.380598
0.596692,0,0,1,0,0,140.892703,37.381498
0.336925,0,0,1,0,1,140.900026,37.395476
0.265455,0,0,1,0,1,140.904537,37.40224
0.082172,0,1,0,0,1,140.902281,37.399084
0.102982,0,1,0,0,1,140.90228,37.399534
0.113003,0,1,0,0,1,140.905668,37.400889
0.425756,1,0,0,1,0,140.928269,37.3973
0.422873,1,0,0,0,0,140.928268,37.39775
0.447571,0,0,1,0,0,140.929964,37.39685
0.495895,1,0,0,0,0,140.909615,37.407653
0.490337,1,0,0,0,0,140.90905,37.407652
0.213053,0,0,1,0,1,140.908491,37.402244
0.483646,0,0,1,1,0,140.910746,37.406301
0.424847,1,0,0,0,0,140.911313,37.40495
0.417863,0,0,1,0,1,140.927137,37.399102
0.416532,1,0,0,0,0,140.928268,37.398652
0.419786,1,0,0,0,0,140.928268,37.398201
0.41012,0,0,1,0,0,140.927703,37.398651
0.423354,1,0,0,1,0,140.928832,37.398652
0.48651,0,0,1,0,1,140.917527,37.405405
0.477597,0,0,1,0,1,140.918093,37.404504
0.469605,0,1,0,0,1,140.918093,37.404053
0.493797,1,0,0,1,0,140.911311,37.406753
0.493955,1,0,0,1,0,140.910746,37.406752
0.385587,0,0,1,0,0,140.898899,37.393222
0.385849,0,0,1,0,0,140.898335,37.393221
0.376529,0,0,1,0,0,140.899464,37.393673
0.407546,0,1,0,0,1,140.927136,37.400904
0.409418,0,1,0,0,1,140.927136,37.400454
0.4036,0,1,0,0,1,140.926571,37.400904
0.381075,0,1,0,0,1,140.90116,37.392322
0.398708,0,0,1,0,1,140.900596,37.391871
0.389335,0,0,1,0,0,140.899465,37.392772
0.382923,0,0,1,0,0,140.899464,37.393222
0.390426,0,0,1,0,0,140.8989,37.392771
0.406029,0,0,1,0,0,140.924875,37.401354
0.359429,1,0,0,0,0,140.924311,37.400903
0.411909,0,1,0,0,1,140.927136,37.400003
0.405399,0,1,0,0,1,140.926571,37.400453
0.232537,0,0,1,0,1,140.901154,37.39728
0.217408,0,0,1,0,1,140.901719,37.39683
-0.013485,0,0,1,0,0,140.902847,37.398634
0.486883,0,0,1,1,0,140.91357,37.407205
0.490145,0,0,1,0,1,140.918092,37.405405
0.494801,0,0,1,0,1,140.918656,37.405856
0.47788,0,0,1,0,1,140.914136,37.406304
0.426233,1,0,0,0,0,140.92092,37.402253
0.436816,0,0,1,0,0,140.920354,37.402703
0.409367,1,0,0,1,0,140.921486,37.401351
0.413868,1,0,0,0,0,140.921485,37.401802
0.453978,0,1,0,0,1,140.916963,37.404053
0.469366,0,0,1,0,0,140.919789,37.403604
0.413359,0,0,1,0,1,140.926572,37.399101
0.410495,0,0,1,0,1,140.926572,37.399552
0.407565,0,0,1,1,0,140.927138,37.3982
0.438734,0,0,1,0,0,140.929399,37.3973
0.441455,0,0,1,0,0,140.929399,37.39685
0.426431,1,0,0,1,0,140.928833,37.398201
0.414788,0,0,1,0,1,140.927137,37.399552
0.421227,1,0,0,1,0,140.919791,37.40135
0.414879,1,0,0,1,0,140.920356,37.4009
0.41002,1,0,0,0,0,140.919792,37.400449
0.398297,0,0,1,1,0,140.920358,37.399548
0.399603,0,0,1,1,0,140.919793,37.399548
0.596271,0,0,1,1,0,140.890443,37.381947
0.602409,0,0,1,0,1,140.891008,37.381948
0.603134,0,0,1,0,0,140.892138,37.381498
0.40641,1,0,0,1,0,140.924875,37.401804
0.453536,1,0,0,0,0,140.914697,37.409459
0.242539,0,0,1,0,1,140.900588,37.39773
0.26138,0,0,1,0,1,140.900589,37.39728
0.346172,0,0,1,0,1,140.900027,37.395026
0.332827,0,0,1,0,1,140.900592,37.395026
0.417536,0,1,0,0,1,140.927701,37.400003
0.433138,1,0,0,1,0,140.929398,37.398202
0.149369,0,1,0,0,1,140.901717,37.398182
0.173906,0,0,1,1,0,140.901718,37.397731
0.097884,0,1,0,0,1,140.902282,37.398182
0.514047,0,0,1,0,1,140.893263,37.384654
0.493655,0,0,1,0,0,140.909614,37.408103
0.174053,0,1,0,0,1,140.905103,37.401339
0.133927,0,1,0,0,1,140.905103,37.400889
0.145826,0,1,0,0,1,140.906233,37.40134
0.099076,0,1,0,0,1,140.906233,37.40089
0.145202,0,1,0,0,1,140.906798,37.401341
0.410091,0,0,1,0,1,140.914704,37.404051
0.464537,0,0,1,0,1,140.916963,37.404503
0.529579,0,1,0,0,1,140.893828,37.384204
0.514852,0,1,0,0,1,140.893828,37.384654
0.625179,1,0,0,1,0,140.890445,37.380144
0.619677,1,0,0,1,0,140.890445,37.380595
0.281974,0,0,1,0,0,140.900024,37.397279
0.596404,0,0,1,1,0,140.893268,37.381048
0.551339,0,0,1,0,0,140.89383,37.383302
0.584724,0,0,1,0,1,140.892136,37.382399
0.574947,0,1,0,0,1,140.892136,37.38285
0.588278,0,0,1,0,1,140.892702,37.381949
0.429707,0,0,1,0,0,140.928267,37.399102
0.423407,0,0,1,0,0,140.927702,37.399102
0.436467,1,0,0,1,0,140.928832,37.399103
0.437946,1,0,0,0,0,140.908487,37.405398
0.422315,1,0,0,0,0,140.910183,37.404949
0.423631,1,0,0,0,0,140.910748,37.404949
0.395001,0,1,0,0,0,140.910748,37.404499
0.448303,1,0,0,0,0,140.910747,37.4054
0.390349,0,0,1,0,0,140.908488,37.404497
0.148477,0,0,1,1,0,140.90228,37.399985
0.15726,0,1,0,0,1,140.901716,37.399083
0.467109,0,0,1,0,0,140.909047,37.409455
-0.025117,0,0,1,0,0,140.902846,37.399084
0.011157,1,0,0,1,0,140.903976,37.399085
0.074166,1,0,0,1,0,140.904541,37.399086
0.192919,0,1,0,0,1,140.901152,37.398181
0.212707,0,0,1,1,0,140.901153,37.397731
0.182952,0,1,0,0,1,140.906797,37.401792
0.612865,1,0,0,1,0,140.889879,37.381045
0.235384,0,1,0,0,1,140.900586,37.399533
0.485485,0,0,1,0,1,140.913569,37.407656
0.482985,1,0,0,0,0,140.915831,37.406305
0.484494,0,0,1,0,1,140.91583,37.406756
0.486249,0,0,1,0,0,140.916396,37.406306
0.433928,1,0,0,0,0,140.928832,37.399553
0.424269,0,1,0,0,0,140.928266,37.400004
0.415134,0,1,0,0,1,140.927701,37.400454
0.187898,0,1,0,0,1,140.906232,37.401791
0.226288,0,0,1,1,0,140.906231,37.402242
0.236582,0,0,1,0,1,140.905667,37.402241
0.501032,1,0,0,1,0,140.910745,37.407654
0.499512,1,0,0,1,0,140.91018,37.407653
0.57364,0,0,1,0,0,140.893266,37.3824
0.579459,0,0,1,0,1,140.892701,37.3824
0.382023,1,0,0,0,0,140.92318,37.401803
0.40192,0,1,0,0,1,140.926006,37.400904
0.401056,0,1,0,0,1,140.926005,37.401354
0.402682,0,1,0,0,1,140.925441,37.400903
0.572975,0,0,1,0,0,140.894397,37.3815
0.581255,0,0,1,0,0,140.893832,37.381499
0.58929,0,0,1,0,0,140.893267,37.381499
0.384783,1,0,0,1,0,140.92318,37.402254
0.373381,1,0,0,1,0,140.923745,37.402254
0.428622,0,0,1,0,0,140.92883,37.400905
0.025411,0,0,1,0,0,140.902845,37.399535
0.026748,1,0,0,1,0,140.903975,37.399536
-0.009193,1,0,0,1,0,140.90341,37.399535
0.48986,0,0,1,1,0,140.913004,37.407655
0.494273,1,0,0,1,0,140.91244,37.407655
0.490351,0,0,1,1,0,140.913005,37.407205
0.48709,0,0,1,1,0,140.913006,37.406754
0.509961,0,1,0,0,0,140.89665,37.386009
0.512763,0,0,1,0,0,140.897215,37.386009
0.517763,0,1,0,0,1,140.894392,37.384655
0.534656,0,1,0,0,1,140.896088,37.383755
0.530407,0,1,0,0,1,140.896087,37.384206
0.321883,0,1,0,0,1,140.904536,37.403142
0.364895,0,1,0,0,1,140.904535,37.403592
0.073707,1,0,0,1,0,140.903975,37.399987
0.123667,0,1,0,0,1,140.903974,37.400437
0.073265,0,0,1,0,0,140.90341,37.399986
0.066573,1,0,0,1,0,140.90454,37.399536
0.625075,1,0,0,0,0,140.889881,37.380144
0.619682,1,0,0,0,0,140.88988,37.380594
0.604934,0,0,1,1,0,140.890443,37.381496
0.612811,0,0,1,1,0,140.890444,37.381046
0.630401,0,0,1,1,0,140.891009,37.380596
0.380611,0,0,1,0,0,140.898899,37.393673
0.226211,0,1,0,0,1,140.899455,37.399983
0.443425,1,0,0,0,0,140.929397,37.399103
0.426847,0,0,1,0,0,140.928267,37.399553
0.420353,0,0,1,0,0,140.927702,37.399553
0.560004,0,1,0,0,0,140.8927,37.383301
0.430335,1,0,0,0,0,140.929397,37.398652
0.487466,0,0,1,0,1,140.919222,37.404955
0.487266,0,0,1,0,1,140.918657,37.404955
0.482163,0,0,1,0,1,140.919223,37.404505
0.475965,0,0,1,0,1,140.916397,37.405404
0.473954,0,0,1,0,1,140.916962,37.404954
0.48002,0,0,1,0,1,140.917527,37.404954
0.479126,0,0,1,0,1,140.914699,37.407656
0.471902,0,0,1,0,1,140.917528,37.404504
0.477772,0,0,1,0,1,140.915264,37.407657
0.482623,0,0,1,0,1,140.91583,37.407207
0.484632,0,0,1,0,1,140.918092,37.404955
0.476067,0,1,0,0,0,140.919223,37.404054
0.232433,0,0,1,0,1,140.903408,37.401338
0.493033,1,0,0,0,0,140.910179,37.408554
0.488755,1,0,0,0,0,140.909614,37.408554
0.499143,1,0,0,1,0,140.910744,37.408104
0.49749,1,0,0,0,0,140.910179,37.408104
0.498032,1,0,0,1,0,140.911875,37.407654
0.458819,0,0,1,0,0,140.909047,37.409906
0.469253,1,0,0,1,0,140.909612,37.409906
0.494763,1,0,0,0,0,140.911308,37.408555
0.495106,1,0,0,0,0,140.910744,37.408555
0.49856,1,0,0,1,0,140.911309,37.408105
0.482463,0,0,1,1,0,140.9147,37.407206
0.484132,0,0,1,1,0,140.914135,37.407205
0.370148,1,0,0,1,0,140.898898,37.394574
0.247824,0,0,1,1,0,140.900585,37.399984
0.270113,0,0,1,1,0,140.900584,37.400434
0.368456,1,0,0,1,0,140.898332,37.395024
0.516209,0,1,0,0,1,140.895521,37.385107
0.100589,0,0,1,0,1,140.902845,37.399986
0.475317,1,0,0,0,0,140.909612,37.409455
0.49461,1,0,0,0,0,140.909615,37.407202
0.489281,1,0,0,0,0,140.90905,37.407202
0.476394,1,0,0,0,0,140.913002,37.409458
0.468641,1,0,0,0,0,140.913567,37.409458
0.477874,1,0,0,0,0,140.913003,37.409007
0.476728,0,0,1,1,0,140.914134,37.408107
0.481742,0,0,1,0,1,140.914134,37.407656
0.581682,0,1,0,0,0,140.893267,37.38195
0.567523,0,0,1,0,0,140.893831,37.382401
0.463618,0,1,0,0,0,140.909611,37.410808
0.464826,0,1,0,0,0,140.90961,37.411258
0.487399,0,0,1,0,0,140.910178,37.409005
0.485722,0,0,1,0,0,140.910742,37.409907
0.249691,0,0,1,0,0,140.907361,37.402693
0.254439,0,0,1,0,0,140.906796,37.402693
0.486598,0,0,1,0,0,140.910742,37.409456
0.490347,0,0,1,0,0,140.910743,37.409006
0.488344,0,0,1,0,0,140.911307,37.409457
0.58673,0,0,1,1,0,140.889877,37.382397
0.211985,0,1,0,0,1,140.901151,37.399533
0.195322,0,0,1,1,0,140.901715,37.399985
0.621622,0,0,1,1,0,140.891009,37.381046
0.6175,0,0,1,1,0,140.891574,37.381047
0.625952,0,0,1,1,0,140.891574,37.380596
0.61177,0,0,1,1,0,140.892138,37.381047
0.137621,0,0,1,0,1,140.903409,37.400437
0.239475,0,0,1,1,0,140.902279,37.400886
0.428664,1,0,0,0,0,140.907357,37.405397
0.424044,0,0,1,1,0,140.906793,37.405397
0.481161,0,0,1,0,1,140.918658,37.404504
0.474174,0,1,0,0,1,140.918658,37.404054
0.43618,0,0,1,0,0,140.920919,37.403154
0.459433,0,0,1,0,0,140.920918,37.403605
0.442457,0,0,1,0,0,140.920354,37.403154
0.523655,0,1,0,0,1,140.895522,37.384656
0.526443,0,1,0,0,0,140.896652,37.384657
0.525459,0,1,0,0,1,140.896087,37.384656
0.529919,0,1,0,0,1,140.894958,37.384205
0.529473,0,1,0,0,1,140.894393,37.384204
0.438924,1,0,0,0,0,140.922048,37.403605
0.43122,1,0,0,0,0,140.920355,37.402252
0.426946,1,0,0,0,0,140.91979,37.401801
0.471066,1,0,0,0,0,140.913568,37.409008
0.402534,0,1,0,0,1,140.92657,37.401355
0.493655,0,0,1,0,1,140.918091,37.405856
0.509301,0,0,1,0,1,140.898344,37.386461
0.393684,0,0,1,0,1,140.90003,37.392321
0.392042,0,0,1,0,0,140.898336,37.39232
0.508256,0,1,0,0,0,140.895521,37.385557
0.162725,0,0,1,1,0,140.902844,37.400436
0.212934,0,0,1,0,1,140.902844,37.400887
0.196431,0,0,1,1,0,140.902279,37.400436
0.213631,0,0,1,0,1,140.905102,37.40179
0.231009,0,0,1,0,1,140.904537,37.40179
0.189412,0,0,1,0,1,140.903409,37.400887
0.478099,0,0,1,0,1,140.915831,37.405855
0.470117,0,0,1,0,1,140.915832,37.405404
0.480315,0,0,1,0,1,140.915266,37.406305
0.48256,0,0,1,0,1,140.916396,37.405855
0.482942,0,0,1,0,1,140.915265,37.406755
0.464427,1,0,0,0,0,140.914133,37.409008
0.470397,1,0,0,1,0,140.914133,37.408557
0.402179,0,1,0,0,1,140.92544,37.401354
0.277621,0,0,1,0,1,140.91075,37.403147
0.27544,0,0,1,0,1,140.910185,37.403146
0.33382,0,0,1,0,1,140.911314,37.403598
0.411885,0,0,1,0,1,140.9277,37.401806
0.419381,0,1,0,0,1,140.928265,37.401806
0.47321,0,0,1,1,0,140.914699,37.408107
0.46592,1,0,0,1,0,140.914698,37.408558
0.570176,0,1,0,0,1,140.892701,37.382851
0.559858,0,0,1,0,0,140.89383,37.382852
0.56503,0,0,1,0,0,140.893265,37.382851
0.486793,1,0,0,0,0,140.916395,37.406756
0.481601,0,0,1,0,1,140.916962,37.405405
0.490856,0,0,1,0,1,140.917526,37.405856
0.428443,0,0,1,0,0,140.914703,37.404502
0.466897,0,0,1,0,1,140.916397,37.404954
0.521964,0,1,0,0,0,140.896651,37.385108
0.519739,0,1,0,0,1,140.896086,37.385107
0.523199,0,0,1,0,0,140.897216,37.385108
0.505855,0,1,0,0,0,140.896085,37.386008
0.513243,0,1,0,0,0,140.896086,37.385558
0.491058,0,1,0,0,0,140.894391,37.385556
0.465439,0,0,1,0,1,140.89947,37.388715
0.167912,0,1,0,0,1,140.901716,37.399534
0.206863,0,1,0,0,1,140.901151,37.399083
0.299832,0,0,1,0,0,140.903407,37.402239
0.565317,0,0,1,0,0,140.889876,37.383299
0.576427,0,0,1,0,1,140.889877,37.382848
0.574981,0,0,1,1,0,140.889312,37.382847
0.612182,0,0,1,0,0,140.891008,37.381497
0.442271,1,0,0,0,0,140.929963,37.397751
0.500899,1,0,0,0,0,140.930528,37.397752
0.441749,0,0,1,1,0,140.909052,37.405399
0.420658,0,0,1,0,0,140.909618,37.404949
0.48417,1,0,0,0,0,140.909051,37.406751
0.375241,0,1,0,0,0,140.90397,37.403592
0.176836,0,1,0,0,1,140.901152,37.398632
0.060179,0,1,0,0,1,140.902282,37.398633
0.608007,1,0,0,1,0,140.88875,37.381044
0.61123,1,0,0,1,0,140.889315,37.381045
0.608652,1,0,0,0,0,140.888186,37.380593
0.592389,0,0,1,0,1,140.891007,37.382398
0.431698,0,0,1,0,0,140.928831,37.400004
0.429896,0,0,1,0,0,140.928831,37.400455
0.465943,0,0,1,0,0,140.920354,37.403604
0.192954,0,1,0,0,1,140.904538,37.401339
0.212168,0,1,0,0,1,140.903973,37.401339
0.152811,0,1,0,0,1,140.904538,37.400888
0.114299,0,1,0,0,1,140.904539,37.400438
0.274782,0,0,1,0,0,140.897194,37.400882
0.242029,0,1,0,0,0,140.89663,37.400431
0.277529,0,0,1,0,1,140.90849,37.403145
0.361881,0,1,0,0,0,140.907924,37.404046
0.33457,0,0,1,1,0,140.90736,37.403595
0.229942,0,0,1,1,0,140.901714,37.400435
0.26509,0,0,1,1,0,140.901714,37.400886
0.255931,0,0,1,1,0,140.901149,37.400435
0.391738,0,0,1,1,0,140.903969,37.404043
0.282281,0,0,1,0,1,140.903972,37.40224
0.348275,0,0,1,0,1,140.903406,37.403141
0.326189,0,0,1,0,0,140.903406,37.40269
0.447427,0,0,1,0,0,140.902273,37.405393
0.419627,0,1,0,0,0,140.928265,37.401356
0.387541,1,0,0,1,0,140.923179,37.402705
0.375641,1,0,0,1,0,140.923744,37.402705
0.390085,1,0,0,0,0,140.923179,37.403155
0.403107,1,0,0,1,0,140.922614,37.403155
0.492097,0,0,1,0,1,140.893262,37.385105
0.56845,0,1,0,0,0,140.89157,37.3833
0.579041,0,1,0,0,1,140.891571,37.38285
0.571475,0,1,0,0,0,140.891006,37.3833
0.412269,0,1,0,0,1,140.9277,37.401355
0.48697,0,0,1,0,1,140.916961,37.405855
0.510047,0,0,1,0,1,140.898908,37.386462
0.454801,0,0,1,0,1,140.89947,37.389166
0.482057,0,0,1,0,0,140.910177,37.409456
0.481985,1,0,0,1,0,140.913003,37.408557
0.475981,1,0,0,1,0,140.913568,37.408557
0.402133,0,0,1,0,1,140.92657,37.401805
0.182759,0,1,0,0,1,140.907362,37.401792
0.156851,0,1,0,0,1,140.905668,37.40134
0.198593,0,0,1,0,1,140.905667,37.401791
0.405675,0,0,1,0,1,140.898902,37.391419
0.409502,0,0,1,0,1,140.899467,37.39142
0.401927,0,0,1,0,1,140.900031,37.391871
0.438594,0,0,1,0,0,140.898904,37.389616
0.449663,0,0,1,0,1,140.898905,37.389166
0.444445,1,0,0,1,0,140.899469,37.389617
0.417191,0,0,1,0,1,140.899467,37.390969
0.389105,0,0,1,0,0,140.898335,37.392771
0.395794,0,0,1,0,0,140.899465,37.392321
0.402429,0,0,1,0,1,140.899466,37.39187
0.395219,0,0,1,0,0,140.898901,37.392321
0.361521,1,0,0,1,0,140.898331,37.395475
0.495761,0,0,1,0,0,140.897213,37.386911
0.484105,0,0,1,0,1,140.897213,37.387361
0.604974,0,0,1,1,0,140.889879,37.381496
